session,fill_id,order_id,side,open_time_ms,open_price,quantity,open_mid,fee_remaining
2026-04-16 12:00,fill-000006,ord-000707,buy,1776343843908,74612.00000000,0.00066000,74612.00500000,0.00984878400000000000
2026-04-16 12:00,fill-000007,ord-000709,buy,1776343844744,74610.00000000,0.00007000,74612.00500000,0.00104454000000000000
2026-04-16 13:00,fill-000023,ord-001188,sell,1776347938138,73694.01000000,0.00079000,73686.14500000,0.01164365358000000000
2026-04-16 13:00,fill-000024,ord-001196,sell,1776347953258,73690.00000000,0.00012000,73687.99500000,0.00176856000000000000
2026-04-16 14:00,fill-000013,ord-000459,buy,1776349169577,73661.85000000,0.00040000,73669.21500000,0.00589294800000000000
2026-04-16 14:00,fill-000014,ord-000479,buy,1776349217481,73540.00000000,0.00077000,73540.51500000,0.01132516000000000000
2026-04-16 14:00,fill-000016,ord-000513,buy,1776349301565,73589.86000000,0.00008000,73591.86500000,0.00117743776000000000
2026-04-16 14:00,fill-000018,ord-000645,buy,1776349638257,73582.00000000,0.001,73584.00500000,0.014716400000000
2026-04-16 14:00,fill-000021,ord-000743,buy,1776349891858,73866.77000000,0.00014000,73868.77500000,0.00206826956000000000
2026-04-16 14:00,fill-000022,ord-000837,buy,1776350133715,73882.00000000,0.001,73882.00500000,0.014776400000000
2026-04-16 14:00,fill-000024,ord-000909,buy,1776350335367,73916.00000000,0.001,73918.00500000,0.014783200000000
2026-04-16 14:00,fill-000025,ord-000983,buy,1776350527819,73848.00000000,0.00065000,73848.01500000,0.00960024000000000000
2026-04-16 14:00,fill-000026,ord-000983,buy,1776350528074,73848.00000000,0.00035000,73848.00500000,0.00516936000000000000
2026-04-16 14:00,fill-000027,ord-001041,buy,1776350684881,73948.00000000,0.00028000,73950.00500000,0.00414108800000000000
2026-04-16 14:00,fill-000032,ord-001263,buy,1776351304726,74003.99000000,0.00016000,74004.38500000,0.00236812768000000000
2026-04-16 15:00,fill-000008,ord-000507,buy,1776352940068,74338.00000000,0.00080000,74340.00500000,0.01189408000000000000
2026-04-16 15:00,fill-000009,ord-000637,buy,1776353301021,74328.00000000,0.001,74328.00500000,0.014865600000000
2026-04-16 15:00,fill-000010,ord-000759,buy,1776353632415,74198.00000000,0.001,74198.00500000,0.014839600000000
2026-04-16 15:00,fill-000011,ord-000855,buy,1776353896786,74766.00000000,0.00080000,74766.00500000,0.01196256000000000000
2026-04-16 15:00,fill-000012,ord-000855,buy,1776353896786,74766.00000000,0.00004000,74766.00500000,0.00059812800000000000
2026-04-16 15:00,fill-000014,ord-000977,buy,1776354220098,74540.00000000,0.001,74542.00500000,0.014908000000000
2026-04-16 15:00,fill-000016,ord-001083,buy,1776354493521,74647.99000000,0.001,74647.99500000,0.014929598000000
2026-04-16 15:00,fill-000017,ord-001129,buy,1776354612789,74522.98000000,0.001,74522.98500000,0.014904596000000
2026-04-16 15:00,fill-000018,ord-001131,buy,1776354614217,74518.98000000,0.001,74518.98500000,0.014903796000000
2026-04-16 15:00,fill-000019,ord-001339,buy,1776355194891,74700.00000000,0.001,74700.00500000,0.014940000000000
2026-04-16 16:00,fill-000022,ord-000949,buy,1776357773885,74372.00000000,0.00006000,74374.00500000,0.00089246400000000000
2026-04-16 16:00,fill-000026,ord-001021,buy,1776357965461,74290.00000000,0.001,74292.00500000,0.014858000000000
2026-04-16 16:00,fill-000028,ord-001061,buy,1776358064421,74338.89000000,0.00065000,74338.90500000,0.00966405570000000000
2026-04-16 16:00,fill-000029,ord-001203,buy,1776358444774,74112.00000000,0.00077000,74114.00500000,0.01141324800000000000
2026-04-16 16:00,fill-000030,ord-001287,buy,1776358683667,74208.00000000,0.00021000,74208.19500000,0.00311673600000000000
