session,label,n_fills,avg_spread,median_spread,avg_spread_bps,inside_spread,at_best,behind_best,crossed,unknown
2026-04-15 12:00,"[0,1)bps",3,0.01000000,0.01,0.001346717778243323885706462944,0,0,3,0,0
2026-04-15 12:00,"[1,2)bps",9,0.01000000,0.01,0.001347357201891644757065426788,0,1,8,0,0
2026-04-15 12:00,"[2,5)bps",7,0.01000000,0.01,0.001349187679245972472647928194,0,0,7,0,0
2026-04-15 12:00,"[5,10)bps",0,,,,0,0,0,0,0
2026-04-15 12:00,"[10,inf)bps",0,,,,0,0,0,0,0
2026-04-15 13:00,"[0,1)bps",4,0.01000000,0.01,0.001345749652523170292616058744,0,0,4,0,0
2026-04-15 13:00,"[1,2)bps",9,0.01000000,0.01,0.001348863564726725687873929884,0,1,8,0,0
2026-04-15 13:00,"[2,5)bps",20,0.01000000,0.01,0.00135086487492565549817900677,0,3,17,0,0
2026-04-15 13:00,"[5,10)bps",1,0.01000000,0.01,0.001347269579683551973854347629,0,0,1,0,0
2026-04-15 13:00,"[10,inf)bps",0,,,,0,0,0,0,0
2026-04-15 14:00,"[0,1)bps",1,0.01000000,0.01,0.001343837212935373860552028170,0,0,1,0,0
2026-04-15 14:00,"[1,2)bps",9,0.01000000,0.01,0.001349389680638447757743491229,0,1,8,0,0
2026-04-15 14:00,"[2,5)bps",24,0.01000000,0.01,0.001347404568952651855649490619,0,2,22,0,0
2026-04-15 14:00,"[5,10)bps",1,0.01000000,0.01,0.001350121372536087562931688651,0,0,1,0,0
2026-04-15 14:00,"[10,inf)bps",0,,,,0,0,0,0,0
2026-04-15 15:00,"[0,1)bps",0,,,,0,0,0,0,0
2026-04-15 15:00,"[1,2)bps",6,0.01000000,0.01,0.001352897487792378577254263800,0,0,6,0,0
2026-04-15 15:00,"[2,5)bps",26,0.01000000,0.01,0.001352746704180681858623457503,0,5,21,0,0
2026-04-15 15:00,"[5,10)bps",0,,,,0,0,0,0,0
2026-04-15 15:00,"[10,inf)bps",0,,,,0,0,0,0,0
2026-04-15 16:00,"[0,1)bps",0,,,,0,0,0,0,0
2026-04-15 16:00,"[1,2)bps",10,0.01000000,0.01,0.001351452784209354254312435588,0,1,9,0,0
2026-04-15 16:00,"[2,5)bps",24,0.01000000,0.01,0.001351560113413420618822339642,0,10,13,1,0
2026-04-15 16:00,"[5,10)bps",0,,,,0,0,0,0,0
2026-04-15 16:00,"[10,inf)bps",0,,,,0,0,0,0,0
