session,label,n_fills,avg_spread,median_spread,avg_spread_bps,inside_spread,at_best,behind_best,crossed,unknown
2026-04-14 12:00,"[0,1)bps",2,0.01000000,0.01,0.001345299622423554051213166951,0,1,1,0,0
2026-04-14 12:00,"[1,2)bps",4,0.01000000,0.01,0.001345590011461293095707733850,0,0,4,0,0
2026-04-14 12:00,"[2,5)bps",2,0.01000000,0.01,0.001344789535307670496926510578,0,0,2,0,0
2026-04-14 12:00,"[5,10)bps",0,,,,0,0,0,0,0
2026-04-14 12:00,"[10,inf)bps",0,,,,0,0,0,0,0
2026-04-14 13:00,"[0,1)bps",4,0.01000000,0.01,0.001341360969302057792674794426,0,1,3,0,0
2026-04-14 13:00,"[1,2)bps",7,0.01000000,0.01,0.001332926671481904822801047033,0,0,7,0,0
2026-04-14 13:00,"[2,5)bps",17,0.01000000,0.01,0.001332657571646106169749586738,0,3,14,0,0
2026-04-14 13:00,"[5,10)bps",3,0.01000000,0.01,0.001331527095978740727842492346,0,0,3,0,0
2026-04-14 13:00,"[10,inf)bps",0,,,,0,0,0,0,0
2026-04-14 14:00,"[0,1)bps",0,,,,0,0,0,0,0
2026-04-14 14:00,"[1,2)bps",5,0.01000000,0.01,0.001322764902693012789494518026,0,1,4,0,0
2026-04-14 14:00,"[2,5)bps",23,0.01000000,0.01,0.001324275671966685750386159377,0,4,18,1,0
2026-04-14 14:00,"[5,10)bps",12,0.01000000,0.01,0.001324676399762010677687498327,0,1,11,0,0
2026-04-14 14:00,"[10,inf)bps",1,0.01000000,0.01,0.001321213315108516864726451701,0,1,0,0,0
2026-04-14 15:00,"[0,1)bps",1,0.01000000,0.01,0.001334757163291321629159211770,0,0,1,0,0
2026-04-14 15:00,"[1,2)bps",4,0.01000000,0.01,0.001332167561534815870449892151,0,0,4,0,0
2026-04-14 15:00,"[2,5)bps",14,0.01000000,0.01,0.001333151866596668147749192791,0,3,11,0,0
2026-04-14 15:00,"[5,10)bps",7,0.01000000,0.01,0.001334893541277438513685390952,0,3,3,1,0
2026-04-14 15:00,"[10,inf)bps",0,,,,0,0,0,0,0
2026-04-14 16:00,"[0,1)bps",6,0.01000000,0.01,0.001327681169459970679942506929,0,1,5,0,0
2026-04-14 16:00,"[1,2)bps",9,0.01000000,0.01,0.001327053142216778573157297076,0,2,7,0,0
2026-04-14 16:00,"[2,5)bps",11,0.01000000,0.01,0.001331207961793149231129837575,0,2,9,0,0
2026-04-14 16:00,"[5,10)bps",2,0.01000000,0.01,0.001329416076158969593959447049,0,2,0,0,0
2026-04-14 16:00,"[10,inf)bps",0,,,,0,0,0,0,0
