session,label,n_fills,avg_spread,median_spread,avg_spread_bps,inside_spread,at_best,behind_best,crossed,unknown
2026-05-08 07:00,"[0,1)bps",3,0.01000000,0.01,0.001257919008035252253023333505,0,1,2,0,0
2026-05-08 07:00,"[1,2)bps",4,0.01000000,0.01,0.001258735655671096131485399365,0,0,4,0,0
2026-05-08 07:00,"[2,5)bps",2,0.01000000,0.01,0.001259953254049028172041088883,0,0,2,0,0
2026-05-08 07:00,"[5,10)bps",0,,,,0,0,0,0,0
2026-05-08 07:00,"[10,inf)bps",0,,,,0,0,0,0,0
2026-05-08 08:00,"[0,1)bps",3,0.01000000,0.01,0.001254258841168485975707176022,0,0,3,0,0
2026-05-08 08:00,"[1,2)bps",5,0.01000000,0.01,0.001251512800587368557425203017,0,1,4,0,0
2026-05-08 08:00,"[2,5)bps",0,,,,0,0,0,0,0
2026-05-08 08:00,"[5,10)bps",0,,,,0,0,0,0,0
2026-05-08 08:00,"[10,inf)bps",0,,,,0,0,0,0,0
2026-05-08 09:00,"[0,1)bps",10,0.01000000,0.01,0.00125176935805448554224272170,0,0,10,0,0
2026-05-08 09:00,"[1,2)bps",2,0.01000000,0.01,0.001251009974532817484169814918,0,0,2,0,0
2026-05-08 09:00,"[2,5)bps",1,0.01000000,0.01,0.001252003126752608751965097158,0,0,1,0,0
2026-05-08 09:00,"[5,10)bps",0,,,,0,0,0,0,0
2026-05-08 09:00,"[10,inf)bps",0,,,,0,0,0,0,0
2026-05-08 10:00,"[0,1)bps",7,0.02285714285714285714285714286,0.01,0.002859602932250120184492973774,0,0,7,0,0
2026-05-08 10:00,"[1,2)bps",6,0.01000000,0.01,0.001248734612315130630512630098,0,2,4,0,0
2026-05-08 10:00,"[2,5)bps",2,0.01000000,0.01,0.001251627315969149880260104986,0,0,2,0,0
2026-05-08 10:00,"[5,10)bps",0,,,,0,0,0,0,0
2026-05-08 10:00,"[10,inf)bps",0,,,,0,0,0,0,0
2026-05-08 11:00,"[0,1)bps",2,0.01000000,0.01,0.001246376722274049156306318294,0,0,2,0,0
2026-05-08 11:00,"[1,2)bps",5,0.04000000,0.01,0.004983938867179023961176181276,0,0,5,0,0
2026-05-08 11:00,"[2,5)bps",5,0.01000000,0.01,0.001245694333197870741479270030,0,0,5,0,0
2026-05-08 11:00,"[5,10)bps",0,,,,0,0,0,0,0
2026-05-08 11:00,"[10,inf)bps",0,,,,0,0,0,0,0
