session,fill_id,order_id,side,open_time_ms,open_price,quantity,open_mid,fee_remaining
2026-04-17 12:00,fill-000016,ord-000785,buy,1776429788665,75708.00000000,0.0000139113384533713996592574823,75710.00500000,0.000210639922325568385080613094
2026-04-17 12:00,fill-000019,ord-000903,buy,1776430125663,76129.03000000,0.00016000,76134.27500000,0.00243612896000000000
2026-04-17 12:00,fill-000021,ord-001065,buy,1776430534884,76156.62000000,0.00008000,76157.01500000,0.00121850592000000000
2026-04-17 12:00,fill-000022,ord-001085,buy,1776430584861,76164.00000000,0.001,76164.00500000,0.015232800000000
2026-04-17 13:00,fill-000035,ord-000538,sell,1776432114166,76780.00000000,0.0006955921042268983829428254150,76777.99500000,0.01068151235250825156847002707
2026-04-17 13:00,fill-000036,ord-000642,sell,1776432369669,76977.00000000,0.001,76975.00500000,0.015395400000000
2026-04-17 13:00,fill-000037,ord-000664,sell,1776432423430,76723.99000000,0.00021000,76722.51500000,0.00322240758000000000
2026-04-17 13:00,fill-000038,ord-000700,sell,1776432514893,76450.08000000,0.00007000,76442.00500000,0.00107030112000000000
2026-04-17 13:00,fill-000039,ord-000722,sell,1776432566187,76598.00000000,0.001,76595.99500000,0.015319600000000
2026-04-17 13:00,fill-000040,ord-000724,sell,1776432566283,76600.00000000,0.00007000,76597.99500000,0.00107240000000000000
2026-04-17 13:00,fill-000041,ord-000756,sell,1776432647012,76520.77000000,0.001,76520.76500000,0.015304154000000
2026-04-17 13:00,fill-000045,ord-000808,sell,1776432766965,76175.33000000,0.001,76175.31500000,0.015235066000000
2026-04-17 13:00,fill-000049,ord-000976,sell,1776433190038,76464.00000000,0.001,76463.99500000,0.015292800000000
2026-04-17 13:00,fill-000050,ord-000988,sell,1776433215766,76536.00000000,0.001,76535.99500000,0.015307200000000
2026-04-17 13:00,fill-000051,ord-000992,sell,1776433224420,76568.00000000,0.001,76567.99500000,0.015313600000000
2026-04-17 13:00,fill-000052,ord-001508,sell,1776433419641,76834.00000000,0.00077000,76831.99500000,0.01183243600000000000
2026-04-17 13:00,fill-000055,ord-001602,sell,1776433745351,76850.00000000,0.00042000,76847.99500000,0.00645540000000000000
2026-04-17 14:00,fill-000025,ord-001050,sell,1776437069594,77868.00000000,0.0004436559139784946236559139800,77866.80500000,0.006909319741935483870967741960
2026-04-17 14:00,fill-000026,ord-001068,sell,1776437111020,77984.00000000,0.001,77983.98500000,0.015596800000000
2026-04-17 14:00,fill-000027,ord-001096,sell,1776437177555,77834.01000000,0.0004200000000000000000000000,77826.37500000,0.00653805684
2026-04-17 14:00,fill-000030,ord-001284,sell,1776437669873,77799.99000000,0.00010000,77797.98500000,0.00155599980000000000
2026-04-17 14:00,fill-000031,ord-001342,sell,1776437817174,77920.00000000,0.001,77919.99500000,0.015584000000000
2026-04-17 14:00,fill-000032,ord-001358,sell,1776437855357,77965.45000000,0.00007000,77965.42500000,0.00109151630000000000
2026-04-17 15:00,fill-000026,ord-001332,sell,1776441430244,77828.00000000,0.0001089003021148036253776435044,77827.49500000,0.001695098542598187311178247733
2026-04-17 16:00,fill-000002,ord-000076,sell,1776441793863,77888.00000000,0.0004631267196739519483336292524,77885.99500000,0.007214402788392953870361943042
2026-04-17 16:00,fill-000003,ord-000154,sell,1776442015310,77942.08000000,0.00014000,77940.07500000,0.00218237824000000000
2026-04-17 16:00,fill-000005,ord-000552,sell,1776443154534,78169.55000000,0.001,78169.53500000,0.015633910000000
2026-04-17 16:00,fill-000007,ord-000638,sell,1776443381634,78169.00000000,0.001,78168.98500000,0.015633800000000
2026-04-17 16:00,fill-000008,ord-000652,sell,1776443414666,78140.55000000,0.00007000,78139.34500000,0.00109396770000000000
2026-04-17 16:00,fill-000009,ord-000786,sell,1776443776836,78114.00000000,0.00014000,78111.99500000,0.00218719200000000000
2026-04-17 16:00,fill-000010,ord-000836,sell,1776443916602,78172.00000000,0.001,78169.99500000,0.015634400000000
2026-04-17 16:00,fill-000012,ord-001010,sell,1776444436015,78026.01000000,0.0000000000000000000000000000002,78024.00500000,0.0000000000000000000000000000031210404000000
