execution_model_version,equal_timestamp_policy,snapshot_time_policy,trade_gap_policy,entry_latency_ms,entry_jitter_ms,cancel_latency_ms,cancel_jitter_ms,latency_seed,post_only,queue_cancellation_credit,legacy_queue_cancellation_mode,window,run_dir,row_type,endpoint_sensitive,current_maker_fee_bps,net_pnl,gross_before_fees,current_fees,fee_notional,break_even_maker_fee_bps,required_rebate_bps,lot_count,total_quantity,quantity_weighted_net_per_btc
event_driven_v2,market_data_before_private_actions_v1,post_response_proxy_depth_boundary_v1,pause_until_snapshot,10,0,10,0,42,True,0,none,2026-04-14T02:00:00,btcusdt_microprice_20260414_02_5h_5sessions_hs2.00_rq5000_qc0,full_matched_lots,False,2,-0.54799232076000000000,-0.2435830000000000,0.30440932076000000000,1522.0466038000000000,-1.600364925698472886668386520,1.600364925698472886668386520,34,0.01023000,-53.56718678005865102639296188
event_driven_v2,market_data_before_private_actions_v1,post_response_proxy_depth_boundary_v1,pause_until_snapshot,10,0,10,0,42,True,0,none,2026-04-14T02:00:00,btcusdt_microprice_20260414_02_5h_5sessions_hs2.00_rq5000_qc0,matched_tail_excluded_worst_5pct,False,2,-0.52117300194000000000,-0.2209289000000000,0.30024410194000000000,1501.2205097000000000,-1.471661881598925506606406311,1.471661881598925506606406311,32,0.01009000,-51.65242833894945490584737364
event_driven_v2,market_data_before_private_actions_v1,post_response_proxy_depth_boundary_v1,pause_until_snapshot,10,0,10,0,42,True,0,none,2026-04-14T02:00:00,btcusdt_microprice_20260414_02_5h_5sessions_hs2.00_rq5000_qc0,matched_body_only_ex_worst_best_5pct,False,2,-0.54385678012000000000,-0.2540340000000000,0.28982278012000000000,1449.1139006000000000,-1.753029902582662452171911765,1.753029902582662452171911765,30,0.00974000,-55.83745175770020533880903491
event_driven_v2,market_data_before_private_actions_v1,post_response_proxy_depth_boundary_v1,pause_until_snapshot,10,0,10,0,42,True,0,none,2026-04-14T12:00:00,btcusdt_microprice_20260414_12_5h_5sessions_hs2.00_rq5000_qc0,full_strategy,True,2,3.10781983312000000000,4.20058280000000000000,1.09276296688000000000,5463.8148344000000000,7.688003578659488402519353136,0,,0.07268000,42.76031691139240506329113924
event_driven_v2,market_data_before_private_actions_v1,post_response_proxy_depth_boundary_v1,pause_until_snapshot,10,0,10,0,42,True,0,none,2026-04-14T12:00:00,btcusdt_microprice_20260414_12_5h_5sessions_hs2.00_rq5000_qc0,full_matched_lots,False,2,-1.85454027146000000000,-1.1544343000000000,0.70010597146000000000,3500.5298573000000000,-3.297884454813445878732285367,3.297884454813445878732285367,78,0.02328000,-79.66238279467353951890034364
event_driven_v2,market_data_before_private_actions_v1,post_response_proxy_depth_boundary_v1,pause_until_snapshot,10,0,10,0,42,True,0,none,2026-04-14T12:00:00,btcusdt_microprice_20260414_12_5h_5sessions_hs2.00_rq5000_qc0,matched_tail_excluded_worst_5pct,False,2,-0.52336445476000000000,0.0995828000000000,0.62294725476000000000,3114.7362738000000000,0.3197150296082958212986924505,0,74,0.02071000,-25.27109873297923708353452438
event_driven_v2,market_data_before_private_actions_v1,post_response_proxy_depth_boundary_v1,pause_until_snapshot,10,0,10,0,42,True,0,none,2026-04-14T12:00:00,btcusdt_microprice_20260414_12_5h_5sessions_hs2.00_rq5000_qc0,matched_body_only_ex_worst_best_5pct,False,2,-1.40386337130000000000,-0.8257097000000000,0.57815367130000000000,2890.7683565000000000,-2.856367574881470790722625651,2.856367574881470790722625651,70,0.01922000,-73.04179871488033298647242456
event_driven_v2,market_data_before_private_actions_v1,post_response_proxy_depth_boundary_v1,pause_until_snapshot,10,0,10,0,42,True,0,none,2026-04-15T00:00:00,btcusdt_microprice_20260415_00_5h_5sessions_hs2.00_rq5000_qc0,full_strategy,True,2,-1.14429144860000000000,-0.77754770000000000000,0.36674374860000000000,1833.7187430000000000,-4.240277866865867553604429728,4.240277866865867553604429728,,0.02462000,-46.47812545085296506904955321
event_driven_v2,market_data_before_private_actions_v1,post_response_proxy_depth_boundary_v1,pause_until_snapshot,10,0,10,0,42,True,0,none,2026-04-15T00:00:00,btcusdt_microprice_20260415_00_5h_5sessions_hs2.00_rq5000_qc0,full_matched_lots,False,2,-0.35436145810000000000,-0.1203829000000000,0.23397855810000000000,1169.8927905000000000,-1.029007965324323451329107067,1.029007965324323451329107067,28,0.00785000,-45.14158701910828025477707006
event_driven_v2,market_data_before_private_actions_v1,post_response_proxy_depth_boundary_v1,pause_until_snapshot,10,0,10,0,42,True,0,none,2026-04-15T00:00:00,btcusdt_microprice_20260415_00_5h_5sessions_hs2.00_rq5000_qc0,matched_tail_excluded_worst_5pct,False,2,-0.11877951410000000000,0.0853371000000000,0.20411661410000000000,1020.5830705000000000,0.8361602545316765569451996901,0,27,0.00685000,-17.34007505109489051094890511
event_driven_v2,market_data_before_private_actions_v1,post_response_proxy_depth_boundary_v1,pause_until_snapshot,10,0,10,0,42,True,0,none,2026-04-15T00:00:00,btcusdt_microprice_20260415_00_5h_5sessions_hs2.00_rq5000_qc0,matched_body_only_ex_worst_best_5pct,False,2,-0.18221872760000000000,0.0024946000000000,0.18471332760000000000,923.5666380000000000,0.02701050359941650469188992078,0,26,0.00620000,-29.39011735483870967741935484
event_driven_v2,market_data_before_private_actions_v1,post_response_proxy_depth_boundary_v1,pause_until_snapshot,10,0,10,0,42,True,0,none,2026-04-15T05:00:00,btcusdt_microprice_20260415_05_5h_5sessions_hs2.00_rq5000_qc0,full_strategy,True,2,-0.54540119960000000000,-0.03636155000000000000,0.50903964960000000000,2545.1982480000000000,-0.1428633310924705618452083737,0.1428633310924705618452083737,,0.03443000,-15.84087132152192855068254429
event_driven_v2,market_data_before_private_actions_v1,post_response_proxy_depth_boundary_v1,pause_until_snapshot,10,0,10,0,42,True,0,none,2026-04-15T05:00:00,btcusdt_microprice_20260415_05_5h_5sessions_hs2.00_rq5000_qc0,full_matched_lots,False,2,-0.73514571868000000000,-0.5339462000000000,0.20119951868000000000,1005.9975934000000000,-5.307628999343886501985343616,5.307628999343886501985343616,27,0.00680000,-108.1096645117647058823529412
event_driven_v2,market_data_before_private_actions_v1,post_response_proxy_depth_boundary_v1,pause_until_snapshot,10,0,10,0,42,True,0,none,2026-04-15T05:00:00,btcusdt_microprice_20260415_05_5h_5sessions_hs2.00_rq5000_qc0,matched_tail_excluded_worst_5pct,False,2,-0.70660490162000000000,-0.5074715000000000,0.19913340162000000000,995.6670081000000000,-5.096799390474852472918852357,5.096799390474852472918852357,26,0.00673000,-104.9932989034175334323922734
event_driven_v2,market_data_before_private_actions_v1,post_response_proxy_depth_boundary_v1,pause_until_snapshot,10,0,10,0,42,True,0,none,2026-04-15T05:00:00,btcusdt_microprice_20260415_05_5h_5sessions_hs2.00_rq5000_qc0,matched_body_only_ex_worst_best_5pct,False,2,-0.74074148858000000000,-0.5478083000000000,0.19293318858000000000,964.6659429000000000,-5.678735774097783793544558025,5.678735774097783793544558025,25,0.00652000,-113.6106577576687116564417178
