block_start,session_start,fill_id,order_id,side,fill_timestamp_ms,fill_price,quantity,is_maker,horizon,horizon_ms,book_timestamp_ms,future_timestamp_ms,mid_at_fill,future_mid,microprice_deviation_bps,side_aligned_skew_bps,fill_edge_bps,side_normalized_mid_move,side_normalized_mid_move_bps
2026-04-13 12:00,2026-04-13 12:00,fill-000001,ord-000189,buy,1776082171766,70997.99000000,0.0003199999999999999999999999991,True,1s,1000,1776082171714,1776082172814,70998.86500000,70994.13500000,-0.0006097123125400053325613022124,-0.0006097123125400053325613022124,0.1232414067464317915504705603,-4.73000000,-0.6662078330407112846099722862
2026-04-13 12:00,2026-04-13 12:00,fill-000001,ord-000189,buy,1776082171766,70997.99000000,0.0003199999999999999999999999991,True,5s,5000,1776082171714,1776082176814,70998.86500000,70994.13500000,-0.0006097123125400053325613022124,-0.0006097123125400053325613022124,0.1232414067464317915504705603,-4.73000000,-0.6662078330407112846099722862
2026-04-13 12:00,2026-04-13 12:00,fill-000001,ord-000189,buy,1776082171766,70997.99000000,0.0003199999999999999999999999991,True,30s,30000,1776082171714,1776082201814,70998.86500000,71011.65500000,-0.0006097123125400053325613022124,-0.0006097123125400053325613022124,0.1232414067464317915504705603,12.79000000,1.801437248327842987349163962
2026-04-13 12:00,2026-04-13 12:00,fill-000001,ord-000189,buy,1776082171766,70997.99000000,0.0003199999999999999999999999991,True,1m,60000,1776082171714,1776082231814,70998.86500000,71021.04500000,-0.0006097123125400053325613022124,-0.0006097123125400053325613022124,0.1232414067464317915504705603,22.18000000,3.123993601869551013245070890
2026-04-13 12:00,2026-04-13 12:00,fill-000001,ord-000189,buy,1776082171766,70997.99000000,0.0003199999999999999999999999991,True,5m,300000,1776082171714,1776082471814,70998.86500000,70975.76500000,-0.0006097123125400053325613022124,-0.0006097123125400053325613022124,0.1232414067464317915504705603,-23.10000000,-3.253573138105799296932422793
2026-04-13 12:00,2026-04-13 12:00,fill-000002,ord-000279,buy,1776082507712,70948.00000000,0.001,True,1s,1000,1776082507614,1776082508714,70948.00500000,70940.00500000,-0.0007041554415994356911388840320,-0.0007041554415994356911388840320,0.0007047414511514453436710447320,-8.00000000,-1.127586321842312549873671571
2026-04-13 12:00,2026-04-13 12:00,fill-000002,ord-000279,buy,1776082507712,70948.00000000,0.001,True,5s,5000,1776082507614,1776082512714,70948.00500000,70955.09500000,-0.0007041554415994356911388840320,-0.0007041554415994356911388840320,0.0007047414511514453436710447320,7.09000000,0.9993233777327494973255414300
2026-04-13 12:00,2026-04-13 12:00,fill-000002,ord-000279,buy,1776082507712,70948.00000000,0.001,True,30s,30000,1776082507614,1776082537714,70948.00500000,70967.10500000,-0.0007041554415994356911388840320,-0.0007041554415994356911388840320,0.0007047414511514453436710447320,19.10000000,2.692112343398521212823390876
2026-04-13 12:00,2026-04-13 12:00,fill-000002,ord-000279,buy,1776082507712,70948.00000000,0.001,True,1m,60000,1776082507614,1776082567714,70948.00500000,70988.96500000,-0.0007041554415994356911388840320,-0.0007041554415994356911388840320,0.0007047414511514453436710447320,40.96000000,5.773241967832640255353198444
2026-04-13 12:00,2026-04-13 12:00,fill-000002,ord-000279,buy,1776082507712,70948.00000000,0.001,True,5m,300000,1776082507614,1776082807714,70948.00500000,70925.75500000,-0.0007041554415994356911388840320,-0.0007041554415994356911388840320,0.0007047414511514453436710447320,-22.25000000,-3.136099457623931779336149057
2026-04-13 12:00,2026-04-13 12:00,fill-000003,ord-000538,sell,1776083601286,70820.00000000,0.001,True,1s,1000,1776083601214,1776083602314,70817.99500000,70825.65500000,0.0004251880010166180395590132141,-0.0004251880010166180395590132141,0.2831201306955950955685768850,-7.66000000,-1.081645985600128893793166553
2026-04-13 12:00,2026-04-13 12:00,fill-000003,ord-000538,sell,1776083601286,70820.00000000,0.001,True,5s,5000,1776083601214,1776083606314,70817.99500000,70822.42500000,0.0004251880010166180395590132141,-0.0004251880010166180395590132141,0.2831201306955950955685768850,-4.43000000,-0.6255472214371502610318182547
2026-04-13 12:00,2026-04-13 12:00,fill-000003,ord-000538,sell,1776083601286,70820.00000000,0.001,True,30s,30000,1776083601214,1776083631314,70817.99500000,70875.98500000,0.0004251880010166180395590132141,-0.0004251880010166180395590132141,0.2831201306955950955685768850,-57.99000000,-8.188596697774343936170460629
2026-04-13 12:00,2026-04-13 12:00,fill-000003,ord-000538,sell,1776083601286,70820.00000000,0.001,True,1m,60000,1776083601214,1776083661315,70817.99500000,70872.99500000,0.0004251880010166180395590132141,-0.0004251880010166180395590132141,0.2831201306955950955685768850,-55.00000000,-7.766387625066199629063206322
2026-04-13 12:00,2026-04-13 12:00,fill-000003,ord-000538,sell,1776083601286,70820.00000000,0.001,True,5m,300000,1776083601214,1776083901314,70817.99500000,70793.94500000,0.0004251880010166180395590132141,-0.0004251880010166180395590132141,0.2831201306955950955685768850,24.05000000,3.396029497869856383254002037
2026-04-13 12:00,2026-04-13 12:00,fill-000004,ord-000540,sell,1776083601421,70824.42000000,0.00016000,True,1s,1000,1776083601414,1776083602514,70823.61500000,70825.65500000,0.03317352109761606490878501472,-0.03317352109761606490878501472,0.1136626533395676004394861799,-2.04000000,-0.2880395190220098197472693254
2026-04-13 12:00,2026-04-13 12:00,fill-000004,ord-000540,sell,1776083601421,70824.42000000,0.00016000,True,5s,5000,1776083601414,1776083606514,70823.61500000,70822.42500000,0.03317352109761606490878501472,-0.03317352109761606490878501472,0.1136626533395676004394861799,1.19000000,0.1680230527628390615192404398
2026-04-13 12:00,2026-04-13 12:00,fill-000004,ord-000540,sell,1776083601421,70824.42000000,0.00016000,True,30s,30000,1776083601414,1776083631514,70823.61500000,70875.98500000,0.03317352109761606490878501472,-0.03317352109761606490878501472,0.1136626533395676004394861799,-52.37000000,-7.394426279991497186355144396
2026-04-13 12:00,2026-04-13 12:00,fill-000004,ord-000540,sell,1776083601421,70824.42000000,0.00016000,True,1m,60000,1776083601414,1776083661514,70823.61500000,70872.99500000,0.03317352109761606490878501472,-0.03317352109761606490878501472,0.1136626533395676004394861799,-49.38000000,-6.972250710444531813294195728
2026-04-13 12:00,2026-04-13 12:00,fill-000004,ord-000540,sell,1776083601421,70824.42000000,0.00016000,True,5m,300000,1776083601414,1776083901514,70823.61500000,70793.94500000,0.03317352109761606490878501472,-0.03317352109761606490878501472,0.1136626533395676004394861799,29.67000000,4.189280651658348701912490629
2026-04-13 12:00,2026-04-13 12:00,fill-000005,ord-000667,buy,1776084079965,70812.00000000,0.001,True,1s,1000,1776084079914,1776084081014,70812.00500000,70810.51500000,-0.0005864405915947445802403137717,-0.0005864405915947445802403137717,0.0007060949622878211116886183353,-1.49000000,-0.2104162987617706912832082639
