source,scope,scope_value,cluster_gap_ms,cluster_count,tail_rows,largest_cluster_rows,worst_cluster_id,worst_cluster_metric_sum,worst_cluster_share_of_total_metric_sum,worst_cluster_share_of_negative_metric_sum,worst_cluster_share_of_tail_metric_sum
matched_lot,window,2026-04-17 12:00,60000,4,5,2,matched_lot_window_2026_04_17_12_00_60000_4,-1648.790564000000000000000000,1.303376971036148187739442739,0.1206700423069774508116803262,0.4400014130082574327263771230
matched_lot,pooled,pooled,120000,14,35,6,matched_lot_pooled_pooled_120000_4,-3760.260432000000000000000000,0.1923932513159904658706546149,0.05367593768440678378331636556,0.1725587286429641183845899398
matched_lot,window,2026-04-13 12:00,120000,3,6,3,matched_lot_window_2026_04_13_12_00_120000_2,-1735.150198000000000000000000,0.1217902613702096528828301867,0.1006778991968556889259243024,0.4688362227313438335947737713
matched_lot,window,2026-04-14 12:00,120000,4,5,2,matched_lot_window_2026_04_14_12_00_120000_4,-1478.005196000000000000000000,0.1822560118177756433999518304,0.09219097138642827324627216202,0.3937221831294052725592301329
matched_lot,window,2026-04-15 12:00,120000,4,6,2,matched_lot_window_2026_04_15_12_00_120000_3,-596.0533220000000000000000001,0.5455431839647013734854735223,0.06989214082618691065555716997,0.3381681569400774460391389883
matched_lot,window,2026-04-16 12:00,120000,3,7,5,matched_lot_window_2026_04_16_12_00_120000_2,-1640.309452000000000000000000,-0.4768215787746551017915561654,0.1877237439436501114244267156,0.7011481932032391240690860181
matched_lot,window,2026-04-16 17:00,120000,5,6,2,matched_lot_window_2026_04_16_17_00_120000_2,-959.3963099999999999999999998,-0.5547606159877406429721316822,0.1637616226264497299197906006,0.5254821055598823373013398878
matched_lot,window,2026-04-17 12:00,120000,3,5,2,matched_lot_window_2026_04_17_12_00_120000_3,-1648.790564000000000000000000,1.303376971036148187739442739,0.1206700423069774508116803262,0.4400014130082574327263771230
matched_lot,pooled,pooled,300000,11,35,8,matched_lot_pooled_pooled_300000_4,-4939.981148000000000000000000,0.2527535131384269748762899526,0.07051589246470370152619656712,0.2266962307091314699822670465
matched_lot,window,2026-04-13 12:00,300000,3,6,3,matched_lot_window_2026_04_13_12_00_300000_2,-1735.150198000000000000000000,0.1217902613702096528828301867,0.1006778991968556889259243024,0.4688362227313438335947737713
matched_lot,window,2026-04-14 12:00,300000,3,5,3,matched_lot_window_2026_04_14_12_00_300000_3,-2251.991994000000000000000000,0.2776979949615820808148839972,0.1404686059583511447992563750,0.5999026300227042908073607004
matched_lot,window,2026-04-15 12:00,300000,4,6,2,matched_lot_window_2026_04_15_12_00_300000_3,-596.0533220000000000000000001,0.5455431839647013734854735223,0.06989214082618691065555716997,0.3381681569400774460391389883
matched_lot,window,2026-04-16 12:00,300000,3,7,5,matched_lot_window_2026_04_16_12_00_300000_2,-1640.309452000000000000000000,-0.4768215787746551017915561654,0.1877237439436501114244267156,0.7011481932032391240690860181
matched_lot,window,2026-04-16 17:00,300000,5,6,2,matched_lot_window_2026_04_16_17_00_300000_2,-959.3963099999999999999999998,-0.5547606159877406429721316822,0.1637616226264497299197906006,0.5254821055598823373013398878
matched_lot,window,2026-04-17 12:00,300000,2,5,4,matched_lot_window_2026_04_17_12_00_300000_2,-3098.230450000000000000000000,2.449166260204872427912959697,0.2267502056606055307144062491,0.8268034798294789850044824253
