source,scope,scope_value,cluster_gap_ms,cluster_id,rows,start_timestamp_ms,end_timestamp_ms,duration_ms,metric_sum,negative_metric_sum,min_metric,max_metric,first_row_id,last_row_id,nearest_boundary,nearest_boundary_hhmm_utc,boundary_signed_delta_ms,boundary_abs_delta_ms,within_30m_boundary,cluster_share_of_total_metric_sum,cluster_share_of_negative_metric_sum,cluster_share_of_tail_metric_sum
matched_lot,window,2026-04-16 12:00,60000,matched_lot_window_2026_04_16_12_00_60000_4,1,1776349596225,1776349596225,0,-321.4660020000000000000000000,-321.4660020000000000000000000,-321.4660020000000000000000000,-321.4660020000000000000000000,btcusdt_microprice_20260416_12_5h_5sessions_hs2.00_rq5000:2026-04-16 14:00:fill-000018:fill-000027:55,btcusdt_microprice_20260416_12_5h_5sessions_hs2.00_rq5000:2026-04-16 14:00:fill-000018:fill-000027:55,US cash open,13:30,3396225,3396225,False,-0.09344695685873328400587342214,0.03678988825703414565611183310,0.1374102345162666627519202115
matched_lot,window,2026-04-16 17:00,60000,matched_lot_window_2026_04_16_17_00_60000_1,1,1776359342575,1776359342575,0,-209.35685600000000000000,-209.35685600000000000000,-209.35685600000000000000,-209.35685600000000000000,btcusdt_microprice_20260416_17_5h_5sessions_hs2.00_rq5000:2026-04-16 17:00:fill-000001:fill-000008:3,btcusdt_microprice_20260416_17_5h_5sessions_hs2.00_rq5000:2026-04-16 17:00:fill-000001:fill-000008:3,US cash close,20:00,-10257425,10257425,False,-0.1210583542851198954017907205,0.03573561633412158724902380782,0.1146692772919640329524928478
matched_lot,window,2026-04-16 17:00,60000,matched_lot_window_2026_04_16_17_00_60000_2,2,1776365603210,1776365603210,0,-959.3963099999999999999999998,-959.3963099999999999999999998,-623.6643559999999999999999999,-335.7319539999999999999999999,btcusdt_microprice_20260416_17_5h_5sessions_hs2.00_rq5000:2026-04-16 18:00:fill-000020:fill-000025:40,btcusdt_microprice_20260416_17_5h_5sessions_hs2.00_rq5000:2026-04-16 18:00:fill-000022:fill-000025:41,US cash close,20:00,-3996790,3996790,False,-0.5547606159877406429721316822,0.1637616226264497299197906006,0.5254821055598823373013398878
matched_lot,window,2026-04-16 17:00,60000,matched_lot_window_2026_04_16_17_00_60000_3,1,1776366981313,1776366981313,0,-233.974400000000,-233.974400000000,-233.974400000000,-233.974400000000,btcusdt_microprice_20260416_17_5h_5sessions_hs2.00_rq5000:2026-04-16 19:00:fill-000001:fill-000012:43,btcusdt_microprice_20260416_17_5h_5sessions_hs2.00_rq5000:2026-04-16 19:00:fill-000001:fill-000012:43,US cash close,20:00,-2618687,2618687,False,-0.1352931848042672003762644523,0.03993764307583171722658080049,0.1281528384855994848892827402
matched_lot,window,2026-04-16 17:00,60000,matched_lot_window_2026_04_16_17_00_60000_4,1,1776372857069,1776372857069,0,-219.029002,-219.029002,-219.029002,-219.029002,btcusdt_microprice_20260416_17_5h_5sessions_hs2.00_rq5000:2026-04-16 20:00:fill-000016:fill-000023:83,btcusdt_microprice_20260416_17_5h_5sessions_hs2.00_rq5000:2026-04-16 20:00:fill-000016:fill-000023:83,US cash close,20:00,3257069,3257069,False,-0.1266511688675351245253635760,0.03738657778428593617115462462,0.1199669208125677276959089502
matched_lot,window,2026-04-16 17:00,60000,matched_lot_window_2026_04_16_17_00_60000_5,1,1776375092108,1776375092108,0,-203.9884000000000000000000000,-203.9884000000000000000000000,-203.9884000000000000000000000,-203.9884000000000000000000000,btcusdt_microprice_20260416_17_5h_5sessions_hs2.00_rq5000:2026-04-16 21:00:fill-000012:fill-000020:99,btcusdt_microprice_20260416_17_5h_5sessions_hs2.00_rq5000:2026-04-16 21:00:fill-000012:fill-000020:99,US cash close,20:00,5492108,5492108,False,-0.1179541022399321437611703827,0.03481926189707075075864135120,0.1117288578499864171609755739
matched_lot,window,2026-04-17 12:00,60000,matched_lot_window_2026_04_17_12_00_60000_1,1,1776436724188,1776436724188,0,-649.008798000000,-649.008798000000,-649.008798000000,-649.008798000000,btcusdt_microprice_20260417_12_5h_5sessions_hs2.00_rq5000:2026-04-17 14:00:fill-000005:fill-000022:65,btcusdt_microprice_20260417_12_5h_5sessions_hs2.00_rq5000:2026-04-17 14:00:fill-000005:fill-000022:65,US cash open,13:30,4124188,4124188,False,0.5130446157217644956601377478,0.04749900977251139967367788313,0.1731965201705210149955175747
matched_lot,window,2026-04-17 12:00,60000,matched_lot_window_2026_04_17_12_00_60000_2,1,1776437143765,1776437143765,0,-723.0336000000000000000000000,-723.0336000000000000000000000,-723.0336000000000000000000000,-723.0336000000000000000000000,btcusdt_microprice_20260417_12_5h_5sessions_hs2.00_rq5000:2026-04-17 14:00:fill-000005:fill-000025:66,btcusdt_microprice_20260417_12_5h_5sessions_hs2.00_rq5000:2026-04-17 14:00:fill-000005:fill-000025:66,US cash open,13:30,4543765,4543765,False,0.5715615822297743052311191817,0.05291666328420727872335891675,0.1929510106369381195166218007
matched_lot,window,2026-04-17 12:00,60000,matched_lot_window_2026_04_17_12_00_60000_3,1,1776437241815,1776437241815,0,-726.4062859999999999999999999,-726.4062859999999999999999999,-726.4062859999999999999999999,-726.4062859999999999999999999,btcusdt_microprice_20260417_12_5h_5sessions_hs2.00_rq5000:2026-04-17 14:00:fill-000007:fill-000027:68,btcusdt_microprice_20260417_12_5h_5sessions_hs2.00_rq5000:2026-04-17 14:00:fill-000007:fill-000027:68,US cash open,13:30,4641815,4641815,False,0.5742277069389499349423977756,0.05316350006942080117936700612,0.1938510561842834327614835016
matched_lot,window,2026-04-17 12:00,60000,matched_lot_window_2026_04_17_12_00_60000_4,2,1776437418615,1776437418615,0,-1648.790564000000000000000000,-1648.790564000000000000000000,-850.8899819999999999999999999,-797.9005820000000000000000001,btcusdt_microprice_20260417_12_5h_5sessions_hs2.00_rq5000:2026-04-17 14:00:fill-000007:fill-000028:69,btcusdt_microprice_20260417_12_5h_5sessions_hs2.00_rq5000:2026-04-17 14:00:fill-000010:fill-000028:70,US cash open,13:30,4818615,4818615,False,1.303376971036148187739442739,0.1206700423069774508116803262,0.4400014130082574327263771230
