source,run_dir,window,session,row_id,open_fill_id,close_fill_id,open_side,close_side,open_time_ms,close_time_ms,primary_timestamp_ms,hold_time_ms,quantity,net_pnl,realized_pnl,total_fees,inventory_pnl,net_pnl_per_btc,primary_nearest_boundary,primary_nearest_boundary_hhmm_utc,primary_boundary_signed_delta_ms,primary_boundary_abs_delta_ms,primary_within_30m_boundary,open_nearest_boundary,open_nearest_boundary_hhmm_utc,open_boundary_signed_delta_ms,open_boundary_abs_delta_ms,open_within_30m_boundary,close_nearest_boundary,close_nearest_boundary_hhmm_utc,close_boundary_signed_delta_ms,close_boundary_abs_delta_ms,close_within_30m_boundary,pooled_tail_rank,is_pooled_tail_1pct,is_pooled_tail_5pct,is_pooled_tail_10pct,window_tail_rank,is_window_tail_1pct,is_window_tail_5pct,is_window_tail_10pct
matched_lot,btcusdt_microprice_20260413_12_5h_5sessions_hs2.00_rq5000,2026-04-13 12:00,2026-04-13 12:00,btcusdt_microprice_20260413_12_5h_5sessions_hs2.00_rq5000:2026-04-13 12:00:fill-000001:fill-000003:1,fill-000001,fill-000003,buy,sell,1776082171766,1776083601286,1776083601286,1429520,0.0003199999999999999999999999991,-0.06603315135999999999999999982,-0.05695679999999999999999999984,0.009076351359999999999999999975,-0.05787839999999999999999999984,-206.3535980000000000000000000,US cash open,13:30,-3398714,3398714,False,US cash open,13:30,-4828234,4828234,False,US cash open,13:30,-3398714,3398714,False,122,False,False,False,32,False,False,False
matched_lot,btcusdt_microprice_20260413_12_5h_5sessions_hs2.00_rq5000,2026-04-13 12:00,2026-04-13 12:00,btcusdt_microprice_20260413_12_5h_5sessions_hs2.00_rq5000:2026-04-13 12:00:fill-000002:fill-000003:2,fill-000002,fill-000003,buy,sell,1776082507712,1776083601286,1776083601286,1093574,0.0006800000000000000000000000009,-0.1063204480000000000000000002,-0.08704000000000000000000000012,0.01928044800000000000000000003,-0.08840680000000000000000000012,-156.3536000000000000000000001,US cash open,13:30,-3398714,3398714,False,US cash open,13:30,-4492288,4492288,False,US cash open,13:30,-3398714,3398714,False,159,False,False,False,43,False,False,False
matched_lot,btcusdt_microprice_20260413_12_5h_5sessions_hs2.00_rq5000,2026-04-13 12:00,2026-04-13 12:00,btcusdt_microprice_20260413_12_5h_5sessions_hs2.00_rq5000:2026-04-13 12:00:fill-000002:fill-000004:3,fill-000002,fill-000004,buy,sell,1776082507712,1776083601421,1776083601421,1093709,0.00016000,-0.02430951744000000000000000000,-0.0197728000000000,0.004536717440000000000000000000,-0.0199024000000000,-151.934484000000000000000,US cash open,13:30,-3398579,3398579,False,US cash open,13:30,-4492288,4492288,False,US cash open,13:30,-3398579,3398579,False,166,False,False,False,45,False,False,False
matched_lot,btcusdt_microprice_20260413_12_5h_5sessions_hs2.00_rq5000,2026-04-13 12:00,2026-04-13 12:00,btcusdt_microprice_20260413_12_5h_5sessions_hs2.00_rq5000:2026-04-13 12:00:fill-000002:fill-000007:4,fill-000002,fill-000007,buy,sell,1776082507712,1776084359391,1776084359391,1851679,0.0001599999999999999999999999991,-0.01413875199999999999999999992,-0.009599999999999999999999999946,0.004538751999999999999999999974,-0.009921599999999999999999999944,-88.36720000000000000000000000,US cash open,13:30,-2640609,2640609,False,US cash open,13:30,-4492288,4492288,False,US cash open,13:30,-2640609,2640609,False,238,False,False,False,58,False,False,False
matched_lot,btcusdt_microprice_20260413_12_5h_5sessions_hs2.00_rq5000,2026-04-13 12:00,2026-04-13 12:00,btcusdt_microprice_20260413_12_5h_5sessions_hs2.00_rq5000:2026-04-13 12:00:fill-000005:fill-000007:5,fill-000005,fill-000007,buy,sell,1776084079965,1776084359391,1776084359391,279426,0.0008400000000000000000000000009,0.04003440000000000000000000005,0.06384000000000000000000000007,0.02380560000000000000000000002,0.06215160000000000000000000007,47.66000000000000000000000001,US cash open,13:30,-2640609,2640609,False,US cash open,13:30,-2920035,2920035,False,US cash open,13:30,-2640609,2640609,False,458,False,False,False,104,False,False,False
matched_lot,btcusdt_microprice_20260413_12_5h_5sessions_hs2.00_rq5000,2026-04-13 12:00,2026-04-13 12:00,btcusdt_microprice_20260413_12_5h_5sessions_hs2.00_rq5000:2026-04-13 12:00:fill-000005:fill-000009:6,fill-000005,fill-000009,buy,sell,1776084079965,1776084859180,1776084859180,779215,0.0001599999999999999999999999991,0.05593593599999999999999999968,0.06047999999999999999999999966,0.004544063999999999999999999976,0.05929759999999999999999999967,349.5996000000000000000000000,US cash open,13:30,-2140820,2140820,False,US cash open,13:30,-2920035,2920035,False,US cash open,13:30,-2140820,2140820,False,660,False,False,False,121,False,False,False
matched_lot,btcusdt_microprice_20260413_12_5h_5sessions_hs2.00_rq5000,2026-04-13 12:00,2026-04-13 12:00,btcusdt_microprice_20260413_12_5h_5sessions_hs2.00_rq5000:2026-04-13 12:00:fill-000006:fill-000009:7,fill-000006,fill-000009,buy,sell,1776084127293,1776084859180,1776084859180,731887,0.0000011394101876675603217158199,0.0004005368473190348525469176654,0.0004328961126005361930294914546,0.00003235926528150134048257378918,0.0004221970509383378016085799057,351.5299860000000000000000000,US cash open,13:30,-2140820,2140820,False,US cash open,13:30,-2872707,2872707,False,US cash open,13:30,-2140820,2140820,False,661,False,False,False,122,False,False,False
matched_lot,btcusdt_microprice_20260413_12_5h_5sessions_hs2.00_rq5000,2026-04-13 12:00,2026-04-13 12:00,btcusdt_microprice_20260413_12_5h_5sessions_hs2.00_rq5000:2026-04-13 12:00:fill-000006:fill-000010:8,fill-000006,fill-000010,buy,sell,1776084127293,1776084926235,1776084926235,798942,0.0000788605898123324396782841801,0.02945644802195710455764074985,0.03169643686327077747989276051,0.002239988841313672922252010662,0.03105884899463806970509383292,373.5255860000000000000000000,US cash open,13:30,-2073765,2073765,False,US cash open,13:30,-2872707,2872707,False,US cash open,13:30,-2073765,2073765,False,670,False,False,False,123,False,False,False
matched_lot,btcusdt_microprice_20260413_12_5h_5sessions_hs2.00_rq5000,2026-04-13 12:00,2026-04-13 12:00,btcusdt_microprice_20260413_12_5h_5sessions_hs2.00_rq5000:2026-04-13 12:00:fill-000008:fill-000010:9,fill-000008,fill-000010,buy,sell,1776084857815,1776084926235,1776084926235,68420,0.00000012759170653907496012759355,-0.000000315100223285486443381184775,0.000003318660287081339712918708236,0.000003633760510366826156299893011,0.000002502711323763955342902747484,-2.469597999999999999999999993,US cash open,13:30,-2073765,2073765,False,US cash open,13:30,-2142185,2142185,False,US cash open,13:30,-2073765,2073765,False,397,False,False,False,96,False,False,False
matched_lot,btcusdt_microprice_20260413_12_5h_5sessions_hs2.00_rq5000,2026-04-13 12:00,2026-04-13 12:00,btcusdt_microprice_20260413_12_5h_5sessions_hs2.00_rq5000:2026-04-13 12:00:fill-000010:fill-000011:10,fill-000010,fill-000011,sell,buy,1776084926235,1776084966065,1776084966065,39830,0.0007210118184811284853615882264,0.03859691626220437762698239629,0.05912296911545253579965023456,0.02052605285324815817266783827,0.05338010998125034741374518433,53.53159999999999999999999999,US cash open,13:30,-2033935,2033935,False,US cash open,13:30,-2073765,2073765,False,US cash open,13:30,-2033935,2033935,False,469,False,False,False,105,False,False,False
