window,horizon,label,n,avg_microprice_deviation_bps,avg_forward_drift_bps,median_forward_drift_bps
2026-04-16 17:00,10s,"[-0.1,0.1)bps",17987,-0.00006948476729847796673004155440,0.05924632043281525366093771396,0
2026-04-16 17:00,10s,"[0.1,0.5)bps",1,0.1503352147908554990142131211,1.878078322053110165559622766,1.878078322053110165559622766
2026-04-16 17:00,10s,>=0.5bps,0,,,
2026-04-16 17:00,1m,<-0.5bps,0,,,
2026-04-16 17:00,1m,"[-0.5,-0.1)bps",1,-0.1138458056849222483718833860,-1.948789412017254881267756470,-1.948789412017254881267756470
2026-04-16 17:00,1m,"[-0.1,0.1)bps",17937,-0.00007111396260498505228664459854,0.3422142788940037372174618828,0.2335467795200293388137198190
2026-04-16 17:00,1m,"[0.1,0.5)bps",1,0.1503352147908554990142131211,-5.074071329188477234404265972,-5.074071329188477234404265972
2026-04-16 17:00,1m,>=0.5bps,0,,,
2026-04-16 17:00,5m,<-0.5bps,0,,,
2026-04-16 17:00,5m,"[-0.5,-0.1)bps",1,-0.1138458056849222483718833860,4.372617063613416678892405371,4.372617063613416678892405371
2026-04-16 17:00,5m,"[-0.1,0.1)bps",17697,-0.00007258172992922648492459854569,1.838900075386674951412105552,2.531745928636078512106242719
2026-04-16 17:00,5m,"[0.1,0.5)bps",1,0.1503352147908554990142131211,-9.661824821529337206667517335,-9.661824821529337206667517335
2026-04-16 17:00,5m,>=0.5bps,0,,,
2026-04-17 12:00,1s,<-0.5bps,1,-2.185983472316118183929448555,1.663596286984337651114917950,1.663596286984337651114917950
2026-04-17 12:00,1s,"[-0.5,-0.1)bps",8,-0.1878509465522556837030864034,0.8388688072485186384116462728,0.583718090958165940572202757
2026-04-17 12:00,1s,"[-0.1,0.1)bps",17981,0.00001726708000341763187099571461,0.02079745022591123665551318639,0
2026-04-17 12:00,1s,"[0.1,0.5)bps",7,0.2056870156901875133223859679,2.874719406139828199898263647,1.108895618847164958019086971
2026-04-17 12:00,1s,>=0.5bps,1,0.9276581058877620726874669537,-5.997933275345467818205361627,-5.997933275345467818205361627
2026-04-17 12:00,10s,<-0.5bps,1,-2.185983472316118183929448555,14.42636575020776906684782694,14.42636575020776906684782694
2026-04-17 12:00,10s,"[-0.5,-0.1)bps",8,-0.1878509465522556837030864034,4.703149716902343778241862295,0.080950605864381232948129659
2026-04-17 12:00,10s,"[-0.1,0.1)bps",17972,0.00001738442531783532002763500682,0.1664617502271432479506140376,0
2026-04-17 12:00,10s,"[0.1,0.5)bps",7,0.2056870156901875133223859679,1.780134700759283091781091109,1.657810429345238861083591730
2026-04-17 12:00,10s,>=0.5bps,1,0.9276581058877620726874669537,-15.36610891857249972432123378,-15.36610891857249972432123378
2026-04-17 12:00,1m,<-0.5bps,1,-2.185983472316118183929448555,33.70177014519947142919392952,33.70177014519947142919392952
2026-04-17 12:00,1m,"[-0.5,-0.1)bps",8,-0.1878509465522556837030864034,-2.449953136455985596214631142,1.149866028678366767328403646
2026-04-17 12:00,1m,"[-0.1,0.1)bps",17922,0.00001736498757475060654561877312,0.9839442143924054469758045536,1.034400633285993851665494148
2026-04-17 12:00,1m,"[0.1,0.5)bps",7,0.2056870156901875133223859679,-0.4912628186919895189835688043,-3.774124622280409247788577638
2026-04-17 12:00,1m,>=0.5bps,1,0.9276581058877620726874669537,-13.90192294028415535719176450,-13.90192294028415535719176450
2026-04-17 12:00,5m,<-0.5bps,1,-2.185983472316118183929448555,47.30585339142642192529343607,47.30585339142642192529343607
2026-04-17 12:00,5m,"[-0.5,-0.1)bps",8,-0.1878509465522556837030864034,9.388230170891369264141014072,12.66446697663819281252049579
2026-04-17 12:00,5m,"[-0.1,0.1)bps",17682,0.00001923613464499480249230425424,4.983372553832987923290201336,3.568015832571661243338358107
2026-04-17 12:00,5m,"[0.1,0.5)bps",7,0.2056870156901875133223859679,12.08872718962643080882728676,15.92900428444604557209577603
2026-04-17 12:00,5m,>=0.5bps,1,0.9276581058877620726874669537,12.13705591288302598609820779,12.13705591288302598609820779
pooled,1s,<-0.5bps,2,-1.503706659453574708345478774,4.535852338680274608806266137,4.535852338680274608806266137
pooled,1s,"[-0.5,-0.1)bps",18,-0.1710495065990094493823480597,-0.8327969586566199065536934944,-1.132054387831354505133335774
pooled,1s,"[-0.1,0.1)bps",107941,-0.00001636298523882878988044265908,0.006307853856266878246462660056,0
pooled,1s,"[0.1,0.5)bps",22,0.2064298140172598483768781451,1.711034085925404112059979810,0.9838769477658461300683673685
pooled,1s,>=0.5bps,3,1.039623749201195161891132354,-0.595184983872545322427846455,-0.0006782608577693763866195411023
pooled,10s,<-0.5bps,2,-1.503706659453574708345478774,14.47559473132746258953655202,14.47559473132746258953655202
pooled,10s,"[-0.5,-0.1)bps",18,-0.1710495065990094493823480597,0.4570399154534475901912157286,-0.997630070822472048764486861
pooled,10s,"[-0.1,0.1)bps",107887,-0.00001637388900917961948412805868,0.05042006638223706943155521903,0
pooled,10s,"[0.1,0.5)bps",22,0.2064298140172598483768781451,0.7507941285852845270362070618,0.1711979393915163957871639287
pooled,10s,>=0.5bps,3,1.039623749201195161891132354,-4.740056838742390707546825013,-3.115252119734745743743552283
pooled,1m,<-0.5bps,2,-1.503706659453574708345478774,30.19892908612177501217436062,30.19892908612177501217436062
pooled,1m,"[-0.5,-0.1)bps",18,-0.1710495065990094493823480597,-2.730954586139637773444613399,-0.8300715558681936226019059965
pooled,1m,"[-0.1,0.1)bps",107587,-0.00001670130245871092743103380892,0.2910440923928394260922159554,0.2947413541258021449301919773
pooled,1m,"[0.1,0.5)bps",22,0.2064298140172598483768781451,2.173847706146347914074300605,1.549995027588053502572215862
pooled,1m,>=0.5bps,3,1.039623749201195161891132354,-5.306802600432407933007953017,-3.181721683796144629632267311
pooled,5m,<-0.5bps,2,-1.503706659453574708345478774,44.50854500273489431938839436,44.50854500273489431938839436
pooled,5m,"[-0.5,-0.1)bps",18,-0.1710495065990094493823480597,5.146880877279477793354042154,10.84794587281245127734823968
pooled,5m,"[-0.1,0.1)bps",106147,-0.00001631151695631690109249536472,1.468325801170791361950824032,1.679694405623351729348344151
pooled,5m,"[0.1,0.5)bps",22,0.2064298140172598483768781451,5.938355581202035197308320655,-0.356115935771139141298108908
pooled,5m,>=0.5bps,3,1.039623749201195161891132354,6.821341541197711121451762073,9.039820872225721960594216132
