window,horizon,horizon_ms,n,alpha,beta,r2,t_stat,hac_lags,x_mean_bps,y_mean_bps,x_std_bps,y_std_bps,predicted_drift_1std_bps
2026-04-13 12:00,1s,1000,17998,0.012766170715532122,-1.724100758993738,0.00020301693927049502,-0.37624650107746277,12,2.202606925752594e-05,0.012728195552807572,0.00776043457952898,0.9390366594837676,-0.013379771148687164
2026-04-13 12:00,10s,10000,17989,0.1036379629816969,-10.169566148977271,0.0006212662665615598,-2.1323327903874025,12,2.221577075711974e-05,0.10341203823143186,0.007762364456425063,3.1670693173710434,-0.07893987881208467
2026-04-13 12:00,1m,60000,17939,0.6169958134378769,-20.991687465346537,0.00039835044631564287,-2.6227750807536587,60,2.198231700447709e-05,0.6165343675095548,0.007773142083336111,8.175443167659806,-0.1631713692371243
2026-04-13 12:00,5m,300000,17699,3.023012998327182,-22.22974006398382,9.85493720179198e-05,-1.4280639506262869,300,2.3167056470477847e-05,3.0224980006837954,0.007825523318696232,17.523499630812083,-0.17395934923926124
2026-04-14 12:00,1s,1000,17998,0.0028666040497025494,4.182751828340302,0.0022294870856386373,3.753906569041813,12,7.348103526911552e-05,0.0031739569843227807,0.010952565524324586,0.9702317384198678,0.04581186347188562
2026-04-14 12:00,10s,10000,17989,0.020416509140392877,6.369044389418421,0.0004550485851033681,2.0342276346113977,12,7.323786664947074e-05,0.020882964364069664,0.010955299360991533,3.270917881480992,0.06977478792952234
2026-04-14 12:00,1m,60000,17939,0.09491804360951472,2.409263903128858,9.738793240732235e-06,1.2832660621314742,60,7.30027773628477e-05,0.09509392656584319,0.010970535489030464,8.469536182663377,0.026430915151715192
2026-04-14 12:00,5m,300000,17699,0.7203197026684893,9.44579420153105,3.460992473003355e-05,1.8127552677742655,300,7.45587275420549e-05,0.7210239690647796,0.011044568884602488,17.733192154931324,0.10432472472858845
2026-04-15 12:00,1s,1000,17998,-0.0016071227337053236,27.33613856999433,0.008544528914104288,3.1728155879213995,12,-1.956977288581955e-05,-0.0021420847570954044,0.0025258486782127982,0.7469653117798651,0.06904694947446206
2026-04-15 12:00,10s,10000,17989,-0.017914742871094305,48.64403437071672,0.0022026098865594035,2.4875120697979347,12,-1.9880461612996325e-05,-0.018881808729102615,0.0025264416188774796,2.6186054144946898,0.1228963129442853
2026-04-15 12:00,1m,60000,17939,-0.10564080338205435,39.210712260651995,0.0002059036184087759,1.4796505865516756,60,-2.016447355989273e-05,-0.10643146675269882,0.0025298894548635843,6.91312304392856,0.09919876746591373
2026-04-15 12:00,5m,300000,17699,-0.6377374274819739,-24.933010030737016,1.7445228373547117e-05,-0.5236371035315016,300,-2.1531611126352737e-05,-0.6372005796057827,0.0025464486142013016,15.200969897880706,-0.06349062884063743
2026-04-16 12:00,1s,1000,17996,-0.003155643605671931,4.717134200156244,0.001598231971001396,1.6753105362542289,12,3.6988802973151436e-05,-0.0029811624581444376,0.007984671258404422,0.9421398314264592,0.03766476587002409
2026-04-16 12:00,10s,10000,17987,-0.029322149779954256,4.02556137683858,9.493766224133449e-05,0.7952638287969961,12,3.726197436506357e-05,-0.029172149415125512,0.007986658595998392,3.2996836593410603,0.03215078437404696
2026-04-16 12:00,1m,60000,17937,-0.18252689320099977,15.757113060751747,0.0001856548170570127,1.2943497547613545,60,3.81425452329943e-05,-0.18192587680333863,0.00799774721848055,9.24892406004287,0.12602140715291085
2026-04-16 12:00,5m,300000,17697,-1.1112930793889209,8.337931902702872,9.816056447897736e-06,0.6425975947352903,300,4.086700704600732e-05,-1.110952333067104,0.008051618144863111,21.427573336864967,0.06713384379843544
2026-04-16 17:00,1s,1000,17998,0.009936360671180052,48.18436791065165,0.018036130381432147,3.4351309114289643,12,-6.743751533910129e-05,0.006686926621100583,0.001884897101209235,0.6762731261346283,0.09082257539838658
2026-04-16 17:00,10s,10000,17989,0.06486113175072147,82.41550032136976,0.0037236864566942973,2.6160336249098113,12,-6.744861305752348e-05,0.0593023205596032,0.001885335286994864,2.5463080494447317,0.15538085095121495
2026-04-16 17:00,1m,60000,17939,0.3487282316556846,100.52693382262196,0.0008897421906058911,1.8554781522595376,60,-6.907195151009999e-05,0.3417846401572294,0.001887672047591686,6.361754252698352,0.1897618830070627
2026-04-16 17:00,5m,300000,17699,1.8441097965958069,81.06948527206298,0.0001382023364759899,1.0324379704518667,300,-7.051186312512503e-05,1.838393436146679,0.0018996366169255728,13.099968617513353,0.15400256273811927
2026-04-17 12:00,1s,1000,17998,0.022024308109694544,-0.06440601772662731,8.668827974345206e-07,-0.04165148710207787,12,-5.6164266222560076e-05,0.022027925426420476,0.018982455283877493,1.3131025367310212,-0.001222584351508324
2026-04-17 12:00,10s,10000,17989,0.16863860617110352,-7.094013711976599,0.0010077397641581332,-3.5520789494402845,12,-5.6083769926230055e-05,0.16903646520397952,0.018987201568437643,4.2430562250022215,-0.13469546827856022
2026-04-17 12:00,1m,60000,17939,0.9821332444391354,-12.396015339404478,0.0005341531797204979,-5.5204335286887645,60,-5.6307961519616946e-05,0.9828312387938632,0.01901362734505592,10.197980418741563,-0.23569321622703363
2026-04-17 12:00,5m,300000,17699,4.9903397911905785,-11.352916313967214,0.00010612747304183934,-2.488951312176249,300,-5.54376233811114e-05,4.990969169889469,0.01914206169959048,21.095131477162294,-0.21731822455224775
pooled,1s,1000,107986,0.006585425536967335,1.6604104008165474,0.0003106705967587109,1.0577691422315394,18,-1.7799925117185147e-06,0.006582470018887502,0.010117604620631684,0.9531101032091717,0.016799375943446406
pooled,10s,10000,107932,0.050760271577471205,-2.5312223438302643,6.250716558708902e-05,-0.9602092719882814,18,-1.7835956457712145e-06,0.05076478625462214,0.010120128175007544,3.240047711377759,-0.02561629455900529
pooled,1m,60000,107632,0.29131015502373087,-6.332816403038261,5.9212177717649084e-05,-1.3875025760171174,60,-2.0702050443302147e-06,0.29132326525219326,0.010134193779407035,8.340279111869945,-0.06417798859779718
pooled,5m,300000,106192,1.4708277448479161,-6.402513479963086,1.3096457736394562e-05,-1.028234850561983,300,-1.4821820105863646e-06,1.4708372345382188,0.010202554493590072,18.050220090342478,-0.06532199267526839
