session,fill_id,order_id,side,price,quantity,placed_time_ms,fill_time_ms,time_from_place_to_fill_ms,mid_at_placed,mid_at_fill,quoted_distance,quoted_distance_bps,fill_edge,fill_edge_bps,pre_fill_mid_move,pre_fill_mid_move_bps,book_spread_at_fill,book_spread_bps_at_fill,volatility_bps_at_fill,quote_position_at_fill
2026-05-09 13:00,fill-000001,ord-000002,sell,80399.98000000,0.0005586640238834893523286777,1778331600114,1778331740195,140081,80397.97500000,80397.97500000,2.00500000,0.2493843905894395972037852943,2.00500000,0.2493843905894395972037852943,-0.00000000,-0,0.01000000,0.001243812421892466818971497727,0.0,behind_best
2026-05-09 13:00,fill-000002,ord-000116,sell,80353.76000000,0.001,1778333397714,1778333401051,3337,80351.75500000,80353.75500000,2.00500000,0.2495278416756423055103152383,0.00500000,0.0006222484562171363366901770801,-2.00000000,-0.2489055777313140204591673200,0.01000000,0.001244496912434272673380354160,1.969068,at_best
2026-05-09 13:00,fill-000003,ord-000142,sell,80383.34000000,0.00021000,1778333812614,1778333835036,22422,80381.33500000,80381.33500000,2.00500000,0.2494360164582984345806150147,2.00500000,0.2494360164582984345806150147,-0.00000000,-0,0.01000000,0.001244069907522685459254937729,0.306227,behind_best
2026-05-09 13:00,fill-000004,ord-000212,sell,80389.93000000,0.00028000,1778335109214,1778335184818,75604,80387.92500000,80387.92500000,2.00500000,0.2494155683207397130850186766,2.00500000,0.2494155683207397130850186766,-0.00000000,-0,0.01000000,0.001243967921799200564015055744,0.0,behind_best
2026-05-09 14:00,fill-000001,ord-000066,sell,80374.31000000,0.000105000,1778336221114,1778336263561,42447,80372.30500000,80372.30500000,2.00500000,0.2494640411271021777961948460,2.00500000,0.2494640411271021777961948460,-0.00000000,-0,0.01000000,0.001244209681431931061327655092,0.280126,behind_best
2026-05-09 14:00,fill-000002,ord-000120,sell,80299.50000000,0.00007012119713084343309423695304,1778336660000,1778336666117,6117,80297.49500000,80298.10500000,2.00500000,0.2496964569069059999941467663,1.39500000,0.1737276365363790341004934052,-0.61000000,-0.07596750060509359600819427804,0.01000000,0.001245359401694473362727551292,2.684332,behind_best
2026-05-09 14:00,fill-000003,ord-000253,buy,80262.00000000,0.0005424657534246575342465753425,1778337443225,1778337463036,19811,80264.00500000,80264.00500000,2.00500000,0.2498006422679755389729181842,2.00500000,0.2498006422679755389729181842,0.00000000,0,0.01000000,0.001245888490114591216822534584,0.070883,behind_best
2026-05-09 14:00,fill-000004,ord-000276,sell,80267.21000000,0.00042000,1778337533014,1778337593490,60476,80265.20500000,80265.20500000,2.00500000,0.2497969076388704171377871644,2.00500000,0.2497969076388704171377871644,-0.00000000,-0,0.01000000,0.001245869863535513302432853688,0.0,behind_best
2026-05-09 14:00,fill-000005,ord-000362,sell,80281.33000000,0.00014000,1778338370114,1778338388601,18487,80279.32500000,80279.32500000,2.00500000,0.2497529718890885044187902676,2.00500000,0.2497529718890885044187902676,-0.00000000,-0,0.01000000,0.001245650732613907752712170911,1.774843,behind_best
2026-05-09 14:00,fill-000006,ord-000394,sell,80328.45000000,0.00049000,1778338623114,1778338626027,2913,80326.44500000,80328.43500000,2.00500000,0.2496064652182727618532103593,0.01500000,0.001867333777883261388075094454,-1.99000000,-0.2477390851792333147570516783,0.01000000,0.001244889185255507592050062970,0.621462,behind_best
2026-05-09 15:00,fill-000001,ord-000012,sell,80332.21000000,0.00021000,1778338891414,1778338921690,30276,80330.20500000,80330.20500000,2.00500000,0.2495947819378775393390319370,2.00500000,0.2495947819378775393390319370,-0.00000000,-0,0.01000000,0.001244861755301134859546293950,0.576388,behind_best
2026-05-09 15:00,fill-000002,ord-000064,sell,80297.52000000,0.00014000,1778339296314,1778339313243,16929,80295.51500000,80295.51500000,2.00500000,0.2497026141497442291764365668,2.00500000,0.2497026141497442291764365668,-0.00000000,-0,0.01000000,0.001245399571819173212850057690,0.772092,behind_best
2026-05-09 15:00,fill-000003,ord-000083,buy,80278.00000000,0.00009000,1778339378814,1778339379121,307,80280.00500000,80280.00500000,2.00500000,0.2497508563931952919036315456,2.00500000,0.2497508563931952919036315456,0.00000000,0,0.01000000,0.001245640181512195969594172297,0.891338,behind_best
2026-05-09 15:00,fill-000004,ord-000181,buy,80376.42000000,0.00021000,1778339909214,1778339913492,4278,80378.42500000,80378.42500000,2.00500000,0.2494450469762252743817759554,2.00500000,0.2494450469762252743817759554,0.00000000,0,0.01000000,0.001244114947512345508138533444,1.698628,behind_best
2026-05-09 15:00,fill-000005,ord-000186,sell,80352.99000000,0.000070000,1778339919214,1778339923040,3826,80350.98500000,80352.03500000,2.00500000,0.2495302328901132948152409084,0.95500000,0.1188519992057450691821308570,-1.05000000,-0.1306766805658947429206997276,0.01000000,0.001244523551892618525467338817,1.482037,behind_best
2026-05-09 15:00,fill-000006,ord-000381,buy,80486.58000000,0.001,1778341439716,1778341486086,46370,80488.58500000,80488.58500000,2.00500000,0.2491036461878414187552185195,2.00500000,0.2491036461878414187552185195,0.00000000,0,0.01000000,0.001242412200438111814240491369,0.584429,behind_best
2026-05-09 15:00,fill-000007,ord-000399,buy,80497.45000000,0.001,1778341531914,1778341554632,22718,80499.45500000,80499.45500000,2.00500000,0.2490700092317395192302854721,2.00500000,0.2490700092317395192302854721,0.00000000,0,0.01000000,0.001242244435071020046036336519,1.225628,behind_best
2026-05-09 16:00,fill-000001,ord-000017,buy,80530.00000000,0.000239152534953230528818373927,1778342456314,1778342458759,2445,80532.00500000,80530.00500000,2.00500000,0.2489693383394589517546471120,0.00500000,0.0006208865875520559076085988074,-2.00000000,-0.2483484671715301264385507352,0.01000000,0.001241773175104111815217197615,0.993059,at_best
2026-05-09 16:00,fill-000002,ord-000017,buy,80530.00000000,0.000760847465046769471181626073,1778342456314,1778342459165,2851,80532.00500000,80530.00500000,2.00500000,0.2489693383394589517546471120,0.00500000,0.0006208865875520559076085988074,-2.00000000,-0.2483484671715301264385507352,0.01000000,0.001241773175104111815217197615,0.997856,at_best
2026-05-09 16:00,fill-000003,ord-000019,buy,80528.00000000,0.00014000,1778342459214,1778342463024,3810,80530.00500000,80530.00500000,2.00500000,0.2489755216083744189510481218,2.00500000,0.2489755216083744189510481218,0.00000000,0,0.01000000,0.001241773175104111815217197615,1.023266,behind_best
2026-05-09 16:00,fill-000004,ord-000147,buy,80586.90000000,0.00014000000000000000000000000,1778343079114,1778343122103,42989,80588.90500000,80588.90500000,2.00500000,0.2487935529090511901110953176,2.00500000,0.2487935529090511901110953176,0.00000000,0,0.01000000,0.001240865600543896210030400587,0.879348,behind_best
