session,label,n_fills,avg_spread,median_spread,avg_spread_bps,inside_spread,at_best,behind_best,crossed,unknown
2026-05-09 13:00,"[0,1)bps",3,0.01000000,0.01,0.001243950083738117614080497067,0,0,3,0,0
2026-05-09 13:00,"[1,2)bps",1,0.01000000,0.01,0.001244496912434272673380354160,0,1,0,0,0
2026-05-09 13:00,"[2,5)bps",0,,,,0,0,0,0,0
2026-05-09 13:00,"[5,10)bps",0,,,,0,0,0,0,0
2026-05-09 13:00,"[10,inf)bps",0,,,,0,0,0,0,0
2026-05-09 14:00,"[0,1)bps",4,0.01000000,0.01,0.001245214305084385793158276584,0,0,4,0,0
2026-05-09 14:00,"[1,2)bps",1,0.01000000,0.01,0.001245650732613907752712170911,0,0,1,0,0
2026-05-09 14:00,"[2,5)bps",1,0.01000000,0.01,0.001245359401694473362727551292,0,0,1,0,0
2026-05-09 14:00,"[5,10)bps",0,,,,0,0,0,0,0
2026-05-09 14:00,"[10,inf)bps",0,,,,0,0,0,0,0
2026-05-09 15:00,"[0,1)bps",4,0.01000000,0.01,0.001244578427267653964057753826,0,0,4,0,0
2026-05-09 15:00,"[1,2)bps",3,0.01000000,0.01,0.001243627644825328026547402927,0,0,3,0,0
2026-05-09 15:00,"[2,5)bps",0,,,,0,0,0,0,0
2026-05-09 15:00,"[5,10)bps",0,,,,0,0,0,0,0
2026-05-09 15:00,"[10,inf)bps",0,,,,0,0,0,0,0
2026-05-09 16:00,"[0,1)bps",7,0.01000000,0.01,0.001240421187865829276549729768,0,3,4,0,0
2026-05-09 16:00,"[1,2)bps",4,0.01000000,0.01,0.001240076550239960549172153718,0,0,4,0,0
2026-05-09 16:00,"[2,5)bps",0,,,,0,0,0,0,0
2026-05-09 16:00,"[5,10)bps",0,,,,0,0,0,0,0
2026-05-09 16:00,"[10,inf)bps",0,,,,0,0,0,0,0
2026-05-09 17:00,"[0,1)bps",6,0.01000000,0.01,0.001237774097436892275803224904,0,1,5,0,0
2026-05-09 17:00,"[1,2)bps",2,0.01000000,0.01,0.001238488949862341069311514808,0,0,2,0,0
2026-05-09 17:00,"[2,5)bps",1,0.01000000,0.01,0.001237682506341730452181734121,0,0,1,0,0
2026-05-09 17:00,"[5,10)bps",0,,,,0,0,0,0,0
2026-05-09 17:00,"[10,inf)bps",0,,,,0,0,0,0,0
