session,label,n_fills,avg_spread,median_spread,avg_spread_bps,inside_spread,at_best,behind_best,crossed,unknown
2026-05-09 07:00,"[0,1)bps",3,0.01000000,0.01,0.001245882595432696874218969748,0,0,3,0,0
2026-05-09 07:00,"[1,2)bps",4,0.01000000,0.01,0.001246266165478912693095732365,0,0,4,0,0
2026-05-09 07:00,"[2,5)bps",0,,,,0,0,0,0,0
2026-05-09 07:00,"[5,10)bps",0,,,,0,0,0,0,0
2026-05-09 07:00,"[10,inf)bps",0,,,,0,0,0,0,0
2026-05-09 08:00,"[0,1)bps",4,0.01000000,0.01,0.001243393623144680517723086992,0,0,4,0,0
2026-05-09 08:00,"[1,2)bps",0,,,,0,0,0,0,0
2026-05-09 08:00,"[2,5)bps",0,,,,0,0,0,0,0
2026-05-09 08:00,"[5,10)bps",0,,,,0,0,0,0,0
2026-05-09 08:00,"[10,inf)bps",0,,,,0,0,0,0,0
2026-05-09 09:00,"[0,1)bps",4,0.01000000,0.01,0.001246106154898598750242488226,0,0,4,0,0
2026-05-09 09:00,"[1,2)bps",0,,,,0,0,0,0,0
2026-05-09 09:00,"[2,5)bps",0,,,,0,0,0,0,0
2026-05-09 09:00,"[5,10)bps",0,,,,0,0,0,0,0
2026-05-09 09:00,"[10,inf)bps",0,,,,0,0,0,0,0
2026-05-09 10:00,"[0,1)bps",2,0.01000000,0.01,0.001246606875200651492946551774,0,0,2,0,0
2026-05-09 10:00,"[1,2)bps",0,,,,0,0,0,0,0
2026-05-09 10:00,"[2,5)bps",0,,,,0,0,0,0,0
2026-05-09 10:00,"[5,10)bps",0,,,,0,0,0,0,0
2026-05-09 10:00,"[10,inf)bps",0,,,,0,0,0,0,0
2026-05-09 11:00,"[0,1)bps",4,0.01000000,0.01,0.001245407303554088508692719302,0,0,4,0,0
2026-05-09 11:00,"[1,2)bps",0,,,,0,0,0,0,0
2026-05-09 11:00,"[2,5)bps",0,,,,0,0,0,0,0
2026-05-09 11:00,"[5,10)bps",0,,,,0,0,0,0,0
2026-05-09 11:00,"[10,inf)bps",0,,,,0,0,0,0,0
