session,fill_id,order_id,side,open_time_ms,open_price,quantity,open_mid,fee_remaining
2026-04-19 13:00,fill-000004,ord-000242,sell,1776604492116,75741.19000000,0.0005500770119368502117828263381,75739.18500000,0.008332697495148247978436657682
2026-04-19 13:00,fill-000005,ord-000262,sell,1776604548801,75742.00000000,0.001,75741.99500000,0.015148400000000
2026-04-19 13:00,fill-000006,ord-000264,sell,1776604549441,75744.00000000,0.001,75741.99500000,0.015148800000000
2026-04-19 13:00,fill-000007,ord-000314,sell,1776604715313,75868.01000000,0.001,75866.00500000,0.015173602000000
2026-04-19 13:00,fill-000008,ord-000366,sell,1776604849903,75964.00000000,0.000000000000000000000000000003,75961.99500000,0.000000000000000000000000000045578400000000
2026-04-19 13:00,fill-000010,ord-000410,sell,1776604955381,76186.75000000,0.00014000,76178.18500000,0.00213322900000000000
2026-04-19 13:00,fill-000011,ord-000530,sell,1776605283718,76070.00000000,0.001,76067.99500000,0.015214000000000
2026-04-19 13:00,fill-000012,ord-000910,sell,1776606537339,75920.00000000,0.00021000,75918.00500000,0.00318864000000000000
2026-04-19 14:00,fill-000001,ord-000080,sell,1776607414166,75810.00000000,0.0003608413238478193628209093735,75807.99500000,0.005471076152180637179090627921
2026-04-19 14:00,fill-000002,ord-000080,sell,1776607414168,75810.00000000,0.00037000,75807.99500000,0.00560994000000000000
2026-04-19 14:00,fill-000003,ord-000102,sell,1776607469985,75790.63000000,0.00007000,75788.62500000,0.00106106882000000000
2026-04-19 14:00,fill-000005,ord-000212,sell,1776607823092,75700.00000000,0.00080000,75697.99500000,0.01211200000000000000
2026-04-19 14:00,fill-000006,ord-000402,sell,1776608472019,75834.00000000,0.001,75831.99500000,0.015166800000000
2026-04-19 14:00,fill-000007,ord-000464,sell,1776608661413,75876.00000000,0.001,75875.29500000,0.015175200000000
2026-04-19 14:00,fill-000009,ord-000828,sell,1776609971796,76002.00000000,0.001,76001.99500000,0.015200400000000
2026-04-19 14:00,fill-000010,ord-000832,sell,1776609977429,76006.94000000,0.00007000,76005.91500000,0.00106409716000000000
2026-04-19 14:00,fill-000011,ord-000916,sell,1776610245565,76122.02000000,0.00021000,76117.79500000,0.00319712484000000000
2026-04-19 15:00,fill-000021,ord-000992,sell,1776613822804,75852.00000000,0.0001797162974476473464445107237,75849.99500000,0.002726368118799789304501805482
2026-04-19 15:00,fill-000022,ord-000992,sell,1776613822814,75852.00000000,0.00065020955843045012295520154,75851.99500000,0.009863939085213300545279589442
2026-04-19 15:00,fill-000024,ord-001066,sell,1776614041751,75812.00000000,0.001,75811.50500000,0.015162400000000
2026-04-19 16:00,fill-000002,ord-000201,buy,1776614969941,75686.00000000,0.000863858267716535433070866142,75688.00500000,0.01307639537007874015748031496
2026-04-19 16:00,fill-000005,ord-000453,buy,1776615781756,75562.13000000,0.00063000,75564.13500000,0.00952082838000000000
2026-04-19 16:00,fill-000007,ord-000923,buy,1776617424815,75592.94000000,0.00007000,75594.94500000,0.00105830116000000000
2026-04-19 16:00,fill-000008,ord-001115,buy,1776617967345,75386.46000000,0.00028000,75388.46500000,0.00422164176000000000
2026-04-19 17:00,fill-000024,ord-000865,buy,1776620923565,75098.00000000,0.0004000000000000000000000000000,75100.00500000,0.006007840000000000000000000000
2026-04-19 17:00,fill-000026,ord-000877,buy,1776620952755,75078.00000000,0.001,75079.38500000,0.015015600000000
2026-04-19 17:00,fill-000027,ord-000933,buy,1776621116719,74859.99000000,0.0003771428571428571428571428572,74860.00500000,0.005646582102857142857142857143
2026-04-19 17:00,fill-000028,ord-000955,buy,1776621171352,74658.00000000,0.001,74664.80500000,0.014931600000000
2026-04-19 17:00,fill-000032,ord-001083,buy,1776621503274,74806.00000000,0.000280000000000000000000000000,74808.00500000,0.004189136
