session,label,n_fills,avg_spread,median_spread,avg_spread_bps,inside_spread,at_best,behind_best,crossed,unknown
2026-04-19 13:00,"[0,1)bps",2,0.01000000,0.01,0.001318967657242610269307800414,0,0,2,0,0
2026-04-19 13:00,"[1,2)bps",3,0.01000000,0.01,0.001320287862766472836276152042,0,1,2,0,0
2026-04-19 13:00,"[2,5)bps",5,0.01000000,0.01,0.001317573702960804488299068824,0,0,5,0,0
2026-04-19 13:00,"[5,10)bps",1,0.01000000,0.01,0.001316447784184709735440729275,0,0,1,0,0
2026-04-19 13:00,"[10,inf)bps",1,0.01000000,0.01,0.001312537575489778318309918866,0,0,1,0,0
2026-04-19 14:00,"[0,1)bps",1,0.01000000,0.01,0.001321038952220597124137832184,0,0,1,0,0
2026-04-19 14:00,"[1,2)bps",5,0.01000000,0.01,0.001316796228998394087390211506,0,1,4,0,0
2026-04-19 14:00,"[2,5)bps",3,0.01000000,0.01,0.001318032571761783335142475314,0,0,2,1,0
2026-04-19 14:00,"[5,10)bps",2,0.01000000,0.01,0.001319122079406004604131793751,0,0,2,0,0
2026-04-19 14:00,"[10,inf)bps",0,,,,0,0,0,0,0
2026-04-19 15:00,"[0,1)bps",4,0.01000000,0.01,0.001317058953425981726198095751,0,0,4,0,0
2026-04-19 15:00,"[1,2)bps",12,0.01000000,0.01,0.001316538970563726738547580127,0,1,11,0,0
2026-04-19 15:00,"[2,5)bps",6,0.01000000,0.01,0.001317917050753159508850021644,0,2,4,0,0
2026-04-19 15:00,"[5,10)bps",1,0.01000000,0.01,0.001323180218667439756762426763,0,0,1,0,0
2026-04-19 15:00,"[10,inf)bps",2,0.01000000,0.01,0.001325940420704404755226635807,0,0,2,0,0
2026-04-19 16:00,"[0,1)bps",0,,,,0,0,0,0,0
2026-04-19 16:00,"[1,2)bps",4,0.01000000,0.01,0.001323476605281494065097148028,0,0,4,0,0
2026-04-19 16:00,"[2,5)bps",4,0.01000000,0.01,0.001320959314221956381435721272,0,0,4,0,0
2026-04-19 16:00,"[5,10)bps",0,,,,0,0,0,0,0
2026-04-19 16:00,"[10,inf)bps",0,,,,0,0,0,0,0
2026-04-19 17:00,"[0,1)bps",2,0.01000000,0.01,0.001329295142962736022821711096,0,0,2,0,0
2026-04-19 17:00,"[1,2)bps",8,0.01000000,0.01,0.001330306127698958699417177399,0,0,8,0,0
2026-04-19 17:00,"[2,5)bps",17,0.01000000,0.01,0.001332355115537270599870215905,0,5,12,0,0
2026-04-19 17:00,"[5,10)bps",8,0.01000000,0.01,0.001333392211690560206657128708,0,0,8,0,0
2026-04-19 17:00,"[10,inf)bps",0,,,,0,0,0,0,0
