session,fill_id,order_id,side,open_time_ms,open_price,quantity,open_mid,fee_remaining
2026-04-12 09:00,fill-000005,ord-000295,buy,1775986621009,71610.00000000,0.0000394117647058823529411764707,71612.00500000,0.00056445529411764705882352942
2026-04-12 09:00,fill-000006,ord-000299,buy,1775986737719,71596.62000000,0.001,71598.62500000,0.014319324000000
2026-04-12 10:00,fill-000008,ord-000257,buy,1775990324415,71546.00000000,0.000069999999999999999999999996,71546.00500000,0.00100164399999999999999999994
2026-04-12 10:00,fill-000009,ord-000361,buy,1775991202215,71456.01000000,0.0003174803149606299212598425197,71456.84500000,0.004537175312125984251968503939
2026-04-12 10:00,fill-000010,ord-000365,buy,1775991212227,71447.70000000,0.00007000,71449.70500000,0.00100026780000000000
2026-04-12 11:00,fill-000007,ord-000174,sell,1775992410120,71490.00000000,0.00042000,71488.80500000,0.00600516000000000000
2026-04-12 11:00,fill-000008,ord-000180,sell,1775992436999,71521.45000000,0.00007000,71519.44500000,0.00100130030000000000
2026-04-12 11:00,fill-000009,ord-000330,sell,1775993546806,71485.11000000,0.001,71483.10500000,0.014297022000000
2026-04-12 11:00,fill-000010,ord-000370,sell,1775993736342,71425.09000000,0.00024000,71423.08500000,0.00342840432000000000
2026-04-12 12:00,fill-000002,ord-000208,sell,1775996540965,71430.00000000,0.0000405548657855311681994008372,71429.99500000,0.000579366812612098268896640360
2026-04-12 13:00,fill-000018,ord-000911,buy,1776002113067,70900.00000000,0.0009431451624194745288161835503,70900.00500000,0.01337379840310814881861348274
2026-04-12 13:00,fill-000019,ord-000921,buy,1776002136957,70886.00000000,0.001,70888.00500000,0.014177200000000
2026-04-12 13:00,fill-000020,ord-000925,buy,1776002144097,70884.36000000,0.00007999999999999999999999999910,70884.97500000,0.001134149759999999999999999987
