source,scope,scope_value,cluster_gap_ms,cluster_count,tail_rows,largest_cluster_rows,worst_cluster_id,worst_cluster_metric_sum,worst_cluster_share_of_total_metric_sum,worst_cluster_share_of_negative_metric_sum,worst_cluster_share_of_tail_metric_sum
matched_lot,window,2026-04-18 19:00,60000,1,1,1,matched_lot_window_2026_04_18_19_00_60000_1,-156.034848000000,5.462102628889960062044029417,0.3530878940547104991893554777,1
matched_lot,window,2026-04-19 13:00,60000,2,3,2,matched_lot_window_2026_04_19_13_00_60000_2,-1232.241934000000,0.1459664018137802298799676229,0.1283260414349187067977426020,0.6842939175572374140082090907
matched_lot,window,2026-04-20 03:00,60000,1,2,2,matched_lot_window_2026_04_20_03_00_60000_1,-727.564796000000,1.362775255945079103172723897,0.2413711854601164489724649610,1
matched_lot,window,2026-04-20 13:00,60000,2,3,2,matched_lot_window_2026_04_20_13_00_60000_2,-631.832370000000,0.2618225100064717070380975771,0.09047876834457665178317345974,0.6237524270184706534769919598
matched_lot,window,2026-05-06 18:00,60000,1,1,1,matched_lot_window_2026_05_06_18_00_60000_1,-364.372188000000,0.2615191522092787411267508662,0.1655016493062140029715354952,1
matched_lot,window,2026-05-07 16:00,60000,2,3,2,matched_lot_window_2026_05_07_16_00_60000_1,-1074.253518000000,0.2673668025026279052872009395,0.1918007452981362250286553839,0.6641909850318409796919298839
matched_lot,window,2026-05-08 07:00,60000,1,1,1,matched_lot_window_2026_05_08_07_00_60000_1,-373.312532000000,0.2441707096121993559381425229,0.1634057133136095557762887052,1
matched_lot,window,2026-05-09 07:00,60000,1,1,1,matched_lot_window_2026_05_09_07_00_60000_1,-107.612150000000,0.4439775441049108414278643156,0.4307848465272477640787650956,1
matched_lot,window,2026-05-09 13:00,60000,1,1,1,matched_lot_window_2026_05_09_13_00_60000_1,-221.216820000000,0.7073079647737025449147813381,0.2608559822144462129130057698,1
matched_lot,pooled,pooled,120000,23,54,6,matched_lot_pooled_pooled_120000_1,-2673.836694000000,0.1111800583874259833576093587,0.02876014961801517118866722976,0.1038575052564767331972889275
matched_lot,window,2026-04-12 09:00,120000,1,2,2,matched_lot_window_2026_04_12_09_00_120000_1,-472.934754000000,0.2250977296188586725138745418,0.2063882869665605267321417488,1
matched_lot,window,2026-04-12 15:00,120000,1,1,1,matched_lot_window_2026_04_12_15_00_120000_1,-98.160058000000,0.2592040666411149068006926237,0.1873617239418418863591652342,1
matched_lot,window,2026-04-13 02:00,120000,1,1,1,matched_lot_window_2026_04_13_02_00_120000_1,-134.450000000000,0.2807079788861834768648521926,0.1683769810550561494714908930,1
matched_lot,window,2026-04-13 07:00,120000,1,1,1,matched_lot_window_2026_04_13_07_00_120000_1,-218.278800000000,0.1267738017736165892253633360,0.1129866949215430374013286681,1
matched_lot,window,2026-04-13 12:00,120000,3,4,2,matched_lot_window_2026_04_13_12_00_120000_1,-925.093198000000,0.1069647428286019425265726356,0.08339236871650330699669863798,0.4872785217240359639497500662
matched_lot,window,2026-04-14 02:00,120000,1,2,2,matched_lot_window_2026_04_14_02_00_120000_1,-383.133126000000,0.2060078500798069179393413396,0.1795287090313432920039496950,1
matched_lot,window,2026-04-14 12:00,120000,2,4,3,matched_lot_window_2026_04_14_12_00_120000_2,-1551.569690000000,0.4923497574044511532925927465,0.1464159974388756152651380381,0.7421363104696739367407793884
matched_lot,window,2026-04-15 00:00,120000,1,1,1,matched_lot_window_2026_04_15_00_00_120000_1,-235.581944000000,0.2151035719991769922925112708,0.1513148876470730932255263928,1
matched_lot,window,2026-04-15 05:00,120000,1,1,1,matched_lot_window_2026_04_15_05_00_120000_1,-407.725958000000,0.1178367132087156606799845798,0.1070904398243894159382321455,1
matched_lot,window,2026-04-15 12:00,120000,4,5,2,matched_lot_window_2026_04_15_12_00_120000_3,-522.159832000000,-0.4058856756399025341133937828,0.09708589908909821255401579961,0.3960071629085168311713834975
matched_lot,window,2026-04-16 12:00,120000,4,4,1,matched_lot_window_2026_04_16_12_00_120000_3,-366.905778000000,-0.06544406551308053549512990165,0.06597168521305013984597490680,0.2718437840369415674031026758
matched_lot,window,2026-04-16 17:00,120000,3,5,2,matched_lot_window_2026_04_16_17_00_120000_1,-1441.279914000000,-0.4484062228547973787095535419,0.2905477835044700225189785865,0.6881110978274010841789500124
matched_lot,window,2026-04-17 05:00,120000,3,3,1,matched_lot_window_2026_04_17_05_00_120000_1,-194.768390000000,-0.1211860812832832667309815399,0.1097216463827163560227972561,0.3495303636613450502579358719
matched_lot,window,2026-04-17 12:00,120000,2,5,4,matched_lot_window_2026_04_17_12_00_120000_2,-2307.030348000000,-0.3384556111255747104599482297,0.2925160634034080490958345097,0.8209989231888458411241648381
matched_lot,window,2026-04-18 13:00,120000,1,1,1,matched_lot_window_2026_04_18_13_00_120000_1,-142.410794000000,0.1844997820593090902705514542,0.09844252122061498138641407434,1
matched_lot,window,2026-04-18 19:00,120000,1,1,1,matched_lot_window_2026_04_18_19_00_120000_1,-156.034848000000,5.462102628889960062044029417,0.3530878940547104991893554777,1
matched_lot,window,2026-04-19 13:00,120000,2,3,2,matched_lot_window_2026_04_19_13_00_120000_2,-1232.241934000000,0.1459664018137802298799676229,0.1283260414349187067977426020,0.6842939175572374140082090907
matched_lot,window,2026-04-20 03:00,120000,1,2,2,matched_lot_window_2026_04_20_03_00_120000_1,-727.564796000000,1.362775255945079103172723897,0.2413711854601164489724649610,1
matched_lot,window,2026-04-20 13:00,120000,2,3,2,matched_lot_window_2026_04_20_13_00_120000_2,-631.832370000000,0.2618225100064717070380975771,0.09047876834457665178317345974,0.6237524270184706534769919598
matched_lot,window,2026-05-06 18:00,120000,1,1,1,matched_lot_window_2026_05_06_18_00_120000_1,-364.372188000000,0.2615191522092787411267508662,0.1655016493062140029715354952,1
matched_lot,window,2026-05-07 16:00,120000,1,3,3,matched_lot_window_2026_05_07_16_00_120000_1,-1617.386478000000,0.4025450638867229974265567228,0.2887734847664958812481286009,1
matched_lot,window,2026-05-08 07:00,120000,1,1,1,matched_lot_window_2026_05_08_07_00_120000_1,-373.312532000000,0.2441707096121993559381425229,0.1634057133136095557762887052,1
matched_lot,window,2026-05-09 07:00,120000,1,1,1,matched_lot_window_2026_05_09_07_00_120000_1,-107.612150000000,0.4439775441049108414278643156,0.4307848465272477640787650956,1
matched_lot,window,2026-05-09 13:00,120000,1,1,1,matched_lot_window_2026_05_09_13_00_120000_1,-221.216820000000,0.7073079647737025449147813381,0.2608559822144462129130057698,1
matched_lot,pooled,pooled,300000,21,54,9,matched_lot_pooled_pooled_300000_17,-3849.598190000000,0.1600690694733690360120486513,0.04140679951101022417206513069,0.1495265829623805431602010800
matched_lot,window,2026-04-12 09:00,300000,1,2,2,matched_lot_window_2026_04_12_09_00_300000_1,-472.934754000000,0.2250977296188586725138745418,0.2063882869665605267321417488,1
matched_lot,window,2026-04-12 15:00,300000,1,1,1,matched_lot_window_2026_04_12_15_00_300000_1,-98.160058000000,0.2592040666411149068006926237,0.1873617239418418863591652342,1
matched_lot,window,2026-04-13 02:00,300000,1,1,1,matched_lot_window_2026_04_13_02_00_300000_1,-134.450000000000,0.2807079788861834768648521926,0.1683769810550561494714908930,1
matched_lot,window,2026-04-13 07:00,300000,1,1,1,matched_lot_window_2026_04_13_07_00_300000_1,-218.278800000000,0.1267738017736165892253633360,0.1129866949215430374013286681,1
matched_lot,window,2026-04-13 12:00,300000,3,4,2,matched_lot_window_2026_04_13_12_00_300000_1,-925.093198000000,0.1069647428286019425265726356,0.08339236871650330699669863798,0.4872785217240359639497500662
matched_lot,window,2026-04-14 02:00,300000,1,2,2,matched_lot_window_2026_04_14_02_00_300000_1,-383.133126000000,0.2060078500798069179393413396,0.1795287090313432920039496950,1
matched_lot,window,2026-04-14 12:00,300000,2,4,3,matched_lot_window_2026_04_14_12_00_300000_2,-1551.569690000000,0.4923497574044511532925927465,0.1464159974388756152651380381,0.7421363104696739367407793884
matched_lot,window,2026-04-15 00:00,300000,1,1,1,matched_lot_window_2026_04_15_00_00_300000_1,-235.581944000000,0.2151035719991769922925112708,0.1513148876470730932255263928,1
matched_lot,window,2026-04-15 05:00,300000,1,1,1,matched_lot_window_2026_04_15_05_00_300000_1,-407.725958000000,0.1178367132087156606799845798,0.1070904398243894159382321455,1
matched_lot,window,2026-04-15 12:00,300000,4,5,2,matched_lot_window_2026_04_15_12_00_300000_3,-522.159832000000,-0.4058856756399025341133937828,0.09708589908909821255401579961,0.3960071629085168311713834975
matched_lot,window,2026-04-16 12:00,300000,4,4,1,matched_lot_window_2026_04_16_12_00_300000_3,-366.905778000000,-0.06544406551308053549512990165,0.06597168521305013984597490680,0.2718437840369415674031026758
matched_lot,window,2026-04-16 17:00,300000,3,5,2,matched_lot_window_2026_04_16_17_00_300000_1,-1441.279914000000,-0.4484062228547973787095535419,0.2905477835044700225189785865,0.6881110978274010841789500124
matched_lot,window,2026-04-17 05:00,300000,3,3,1,matched_lot_window_2026_04_17_05_00_300000_1,-194.768390000000,-0.1211860812832832667309815399,0.1097216463827163560227972561,0.3495303636613450502579358719
matched_lot,window,2026-04-17 12:00,300000,2,5,4,matched_lot_window_2026_04_17_12_00_300000_2,-2307.030348000000,-0.3384556111255747104599482297,0.2925160634034080490958345097,0.8209989231888458411241648381
matched_lot,window,2026-04-18 13:00,300000,1,1,1,matched_lot_window_2026_04_18_13_00_300000_1,-142.410794000000,0.1844997820593090902705514542,0.09844252122061498138641407434,1
matched_lot,window,2026-04-18 19:00,300000,1,1,1,matched_lot_window_2026_04_18_19_00_300000_1,-156.034848000000,5.462102628889960062044029417,0.3530878940547104991893554777,1
matched_lot,window,2026-04-19 13:00,300000,2,3,2,matched_lot_window_2026_04_19_13_00_300000_2,-1232.241934000000,0.1459664018137802298799676229,0.1283260414349187067977426020,0.6842939175572374140082090907
