source,scope,scope_value,cluster_gap_ms,cluster_id,rows,start_timestamp_ms,end_timestamp_ms,duration_ms,metric_sum,negative_metric_sum,min_metric,max_metric,first_row_id,last_row_id,nearest_boundary,nearest_boundary_hhmm_utc,boundary_signed_delta_ms,boundary_abs_delta_ms,within_30m_boundary,cluster_share_of_total_metric_sum,cluster_share_of_negative_metric_sum,cluster_share_of_tail_metric_sum
fill,window,2026-04-14 02:00,300000,fill_window_2026_04_14_02_00_300000_2,1,1776133971601,1776133971601,0,-5.288470039432247175532764949,-5.288470039432247175532764949,-5.288470039432247175532764949,-5.288470039432247175532764949,2026-04-14 02:00:2026-04-14 02:00:fill-000010:1321,2026-04-14 02:00:2026-04-14 02:00:fill-000010:1321,Singapore/Hong Kong,01:00,5571601,5571601,False,0.08612101206727535636230143433,0.06611785603974334760328768677,0.4660619902597179096389358749
fill,window,2026-04-14 12:00,300000,fill_window_2026_04_14_12_00_300000_1,2,1776174009783,1776174104781,94998,-47.22992105424599859308292409,-47.22992105424599859308292409,-35.26111766948656426260973233,-11.96880338475943433047319176,2026-04-14 12:00:2026-04-14 13:00:fill-000015:1627,2026-04-14 12:00:2026-04-14 13:00:fill-000016:1632,US cash open,13:30,609783,609783,True,0.3731717133681214941807212580,0.1250577727893018155287720538,0.4085187130092451083611635424
fill,window,2026-04-14 12:00,300000,fill_window_2026_04_14_12_00_300000_2,1,1776174426399,1776174426399,0,-14.36355443698779350307907654,-14.36355443698779350307907654,-14.36355443698779350307907654,-14.36355443698779350307907654,2026-04-14 12:00:2026-04-14 13:00:fill-000024:1672,2026-04-14 12:00:2026-04-14 13:00:fill-000024:1672,US cash open,13:30,1026399,1026399,True,0.1134889091419547235126515046,0.03803254562218035522311802094,0.1242386318219129980926923324
fill,window,2026-04-14 12:00,300000,fill_window_2026_04_14_12_00_300000_3,2,1776175812219,1776175820469,8250,-26.30928477326730939654029751,-26.30928477326730939654029751,-13.34430049003442689227296573,-12.96498428323288250426733178,2026-04-14 12:00:2026-04-14 14:00:fill-000013:1766,2026-04-14 12:00:2026-04-14 14:00:fill-000014:1771,US cash open,13:30,2412219,2412219,False,0.2078741750394553797631935337,0.06966305435161238491213937750,0.2275641143550599544966478205
fill,window,2026-04-14 12:00,300000,fill_window_2026_04_14_12_00_300000_4,1,1776176791765,1776176791765,0,-14.53296436338778989217795562,-14.53296436338778989217795562,-14.53296436338778989217795562,-14.53296436338778989217795562,2026-04-14 12:00:2026-04-14 14:00:fill-000026:1831,2026-04-14 12:00:2026-04-14 14:00:fill-000026:1831,US cash open,13:30,3391765,3391765,False,0.1148274460500228894474918493,0.03848111779022717127661300700,0.1257039555734481639262781735
fill,window,2026-04-14 12:00,300000,fill_window_2026_04_14_12_00_300000_5,1,1776178434738,1776178434738,0,-13.17690106149329204686365728,-13.17690106149329204686365728,-13.17690106149329204686365728,-13.17690106149329204686365728,2026-04-14 12:00:2026-04-14 14:00:fill-000040:1901,2026-04-14 12:00:2026-04-14 14:00:fill-000040:1901,US cash open,13:30,5034738,5034738,False,0.1041129571305435660699212448,0.03489046482044020191446306201,0.1139745852403337751232181307
fill,window,2026-04-15 00:00,300000,fill_window_2026_04_15_00_00_300000_1,1,1776217999082,1776217999082,0,-13.60021330832686381531237011,-13.60021330832686381531237011,-13.60021330832686381531237011,-13.60021330832686381531237011,2026-04-15 00:00:2026-04-15 01:00:fill-000013:2286,2026-04-15 00:00:2026-04-15 01:00:fill-000013:2286,Singapore/Hong Kong,01:00,3199082,3199082,False,0.2367888638706926303423032770,0.1387060064694561036071022006,0.5845141176203610896286018756
fill,window,2026-04-15 00:00,300000,fill_window_2026_04_15_00_00_300000_2,1,1776226780928,1776226780928,0,-9.667339858216381845808550776,-9.667339858216381845808550776,-9.667339858216381845808550776,-9.667339858216381845808550776,2026-04-15 00:00:2026-04-15 04:00:fill-000001:2378,2026-04-15 00:00:2026-04-15 04:00:fill-000001:2378,London,07:00,-9619072,9619072,False,0.1683148910816997744204357577,0.09859537306633286901049113421,0.4154858823796389103713981242
fill,window,2026-04-15 05:00,300000,fill_window_2026_04_15_05_00_300000_1,1,1776231436588,1776231436588,0,-7.993728829172163143706198972,-7.993728829172163143706198972,-7.993728829172163143706198972,-7.993728829172163143706198972,2026-04-15 05:00:2026-04-15 05:00:fill-000009:2437,2026-04-15 05:00:2026-04-15 05:00:fill-000009:2437,London,07:00,-4963412,4963412,False,0.1016098241260166444035609312,0.06680108664222958631332949468,0.2335521068289968818275977456
fill,window,2026-04-15 05:00,300000,fill_window_2026_04_15_05_00_300000_2,1,1776237421140,1776237421140,0,-18.38014121413880141518826916,-18.38014121413880141518826916,-18.38014121413880141518826916,-18.38014121413880141518826916,2026-04-15 05:00:2026-04-15 07:00:fill-000006:2544,2026-04-15 05:00:2026-04-15 07:00:fill-000006:2544,London,07:00,1021140,1021140,True,0.2336335089782378910687953569,0.1535970799086080959012595485,0.5370110490502029375877314743
