source,block_start,window,session,row_id,fill_id,order_id,side,fill_timestamp_ms,primary_timestamp_ms,quantity,horizon,side_aligned_skew_bps,fill_edge_bps,side_normalized_mid_move_bps,primary_nearest_boundary,primary_nearest_boundary_hhmm_utc,primary_boundary_signed_delta_ms,primary_boundary_abs_delta_ms,primary_within_30m_boundary,pooled_tail_rank,is_pooled_tail_1pct,is_pooled_tail_5pct,is_pooled_tail_10pct,window_tail_rank,is_window_tail_1pct,is_window_tail_5pct,is_window_tail_10pct
fill,2026-04-12 09:00,2026-04-12 09:00,2026-04-12 13:00,2026-04-12 09:00:2026-04-12 13:00:fill-000001:148,fill-000001,ord-000077,buy,1775998996570,1775998996570,0.00040000,30s,-0.0005601267742729023197452031051,0.2823784376670020233365709441,-7.662948026664129720569987566,US cash open,13:30,-1603430,1603430,True,169,False,False,False,1,True,True,True
fill,2026-04-12 09:00,2026-04-12 09:00,2026-04-12 13:00,2026-04-12 09:00:2026-04-12 13:00:fill-000002:153,fill-000002,ord-000103,buy,1775999077625,1775999077625,0.00040000,30s,-0.0006990763804307348631704888321,0.2824182126364050034929005625,2.142434421047241946696766861,US cash open,13:30,-1522375,1522375,True,1346,False,False,False,41,False,False,False
fill,2026-04-12 09:00,2026-04-12 09:00,2026-04-12 13:00,2026-04-12 09:00:2026-04-12 13:00:fill-000003:158,fill-000003,ord-000164,sell,1775999225015,1775999225015,0.00056000,30s,-0.005624697676820717919790822570,0.2083552716417775970780707203,0.6356243590963688181131684474,US cash open,13:30,-1374985,1374985,True,1198,False,False,False,35,False,False,False
fill,2026-04-12 09:00,2026-04-12 09:00,2026-04-12 13:00,2026-04-12 09:00:2026-04-12 13:00:fill-000004:163,fill-000004,ord-000258,sell,1775999567475,1775999567475,0.00032000,30s,-0.0006902948733381188778470774145,0.2822730484215129230021773037,-3.314068608400206587267458218,US cash open,13:30,-1032525,1032525,True,461,False,False,False,8,False,False,False
fill,2026-04-12 09:00,2026-04-12 09:00,2026-04-12 13:00,2026-04-12 09:00:2026-04-12 13:00:fill-000005:168,fill-000005,ord-000466,sell,1776000347578,1776000347578,0.00008000,30s,-0.0007019432268109057326283706337,0.07948591604528727652059898617,-1.837320466462746604175261521,US cash open,13:30,-252422,252422,True,707,False,False,False,12,False,False,False
fill,2026-04-12 09:00,2026-04-12 09:00,2026-04-12 13:00,2026-04-12 09:00:2026-04-12 13:00:fill-000006:173,fill-000006,ord-000513,buy,1776000545266,1776000545266,0.00064000,30s,-0.0006137688835262630386507317473,0.2821082647098530567696802700,-1.706719825900507520506843728,US cash open,13:30,-54734,54734,True,729,False,False,False,14,False,False,False
fill,2026-04-12 09:00,2026-04-12 09:00,2026-04-12 13:00,2026-04-12 09:00:2026-04-12 13:00:fill-000007:178,fill-000007,ord-000747,buy,1776001468242,1776001468242,0.001,30s,-0.0002030338424992257472625899942,0.0007043245031466049340326148730,-0.7324974832724691313939194680,US cash open,13:30,868242,868242,True,951,False,False,False,25,False,False,False
fill,2026-04-12 09:00,2026-04-12 09:00,2026-04-12 13:00,2026-04-12 09:00:2026-04-12 13:00:fill-000008:183,fill-000008,ord-000790,sell,1776001705116,1776001705116,0.00040000,30s,-0.0007037224256968838382470915391,0.002114641928739527500178158582,-4.574675372506511158718749733,US cash open,13:30,1105116,1105116,True,329,False,False,False,6,False,False,False
fill,2026-04-12 09:00,2026-04-12 09:00,2026-04-12 13:00,2026-04-12 09:00:2026-04-12 13:00:fill-000009:188,fill-000009,ord-000889,buy,1776002017340,1776002017340,0.00008000,30s,-0.0006968340641952947901402194961,0.2826650677645443689347284065,-1.497208488608210073858760936,US cash open,13:30,1417340,1417340,True,777,False,False,False,16,False,False,False
fill,2026-04-12 09:00,2026-04-12 09:00,2026-04-12 13:00,2026-04-12 09:00:2026-04-12 13:00:fill-000010:193,fill-000010,ord-000911,buy,1776002113067,1776002113067,0.001,30s,-0.0005543281577889663713408764922,0.0007052185680381827899730049384,-1.923836253608162651046357472,US cash open,13:30,1513067,1513067,True,689,False,False,False,9,False,False,False
