session,fill_id,order_id,side,open_time_ms,open_price,quantity,open_mid,fee_remaining
2026-04-20 13:00,fill-000015,ord-000897,buy,1776692585338,75180.00000000,0.00031000,75182.00500000,0.00466116000000000000
2026-04-20 13:00,fill-000016,ord-001067,buy,1776693011292,75112.00000000,0.00091000,75114.60500000,0.01367038400000000000
2026-04-20 13:00,fill-000017,ord-001087,buy,1776693064565,75049.99000000,0.00007000,75051.99500000,0.00105069986000000000
2026-04-20 13:00,fill-000018,ord-001107,buy,1776693110404,74998.00000000,0.001,74998.84500000,0.014999600000000
2026-04-20 13:00,fill-000019,ord-001151,buy,1776693219312,75049.03000000,0.00028000,75051.03500000,0.00420274568000000000
2026-04-20 13:00,fill-000021,ord-001223,buy,1776693407876,75143.99000000,0.00021000,75145.99500000,0.00315604758000000000
2026-04-20 14:00,fill-000023,ord-001047,buy,1776696242155,75301.99000000,0.00023000,75303.99500000,0.00346389154000000000
2026-04-20 14:00,fill-000027,ord-001217,buy,1776696678942,74998.00000000,0.00070000,74998.84500000,0.01049972000000000000
2026-04-20 14:00,fill-000028,ord-001305,buy,1776696899965,75025.43000000,0.00021000,75027.43500000,0.00315106806000000000
2026-04-20 15:00,fill-000022,ord-001302,sell,1776700548457,75622.00000000,0.00009000,75619.99500000,0.00136119600000000000
2026-04-20 15:00,fill-000023,ord-001314,sell,1776700584609,75642.14000000,0.00007000,75640.14500000,0.00105898996000000000
2026-04-20 15:00,fill-000024,ord-001316,sell,1776700585711,75651.65000000,0.00007000,75649.64500000,0.00105912310000000000
2026-04-20 16:00,fill-000002,ord-000139,buy,1776701176076,75553.27000000,0.00007000,75555.27500000,0.00105774578000000000
2026-04-20 16:00,fill-000003,ord-000235,buy,1776701438786,75466.00000000,0.00056000,75466.01500000,0.00845219200000000000
2026-04-20 16:00,fill-000004,ord-000241,buy,1776701453762,75457.99000000,0.00021000,75459.99500000,0.00316923558000000000
2026-04-20 16:00,fill-000005,ord-000265,buy,1776701546513,75459.99000000,0.00021000,75461.99500000,0.00316931958000000000
2026-04-20 17:00,fill-000005,ord-000327,buy,1776705344715,75635.41000000,0.00007000,75635.41500000,0.00105889574000000000
2026-04-20 17:00,fill-000006,ord-000481,buy,1776705772776,75756.70000000,0.001,75756.70500000,0.015151340000000
2026-04-20 17:00,fill-000007,ord-000629,buy,1776706236715,75707.76000000,0.00007000,75709.76500000,0.00105990864000000000
2026-04-20 17:00,fill-000008,ord-000643,buy,1776706270465,75620.00000000,0.00072000,75621.34500000,0.01088928000000000000
2026-04-20 17:00,fill-000009,ord-000851,buy,1776706862320,75817.85000000,0.00007000,75819.85500000,0.00106144990000000000
2026-04-20 17:00,fill-000010,ord-001027,buy,1776707428939,75962.27000000,0.00007000,75964.27500000,0.00106347178000000000
