session,label,n_fills,avg_spread,median_spread,avg_spread_bps,inside_spread,at_best,behind_best,crossed,unknown
2026-04-13 12:00,"[0,1)bps",3,0.01000000,0.01,0.001410361844682864873950817840,0,1,2,0,0
2026-04-13 12:00,"[1,2)bps",7,0.07571428571428571428571428571,0.01,0.01068844184485806666879780607,0,2,5,0,0
2026-04-13 12:00,"[2,5)bps",2,0.01000000,0.01,0.001409184969026423190053603348,0,0,2,0,0
2026-04-13 12:00,"[5,10)bps",3,0.01000000,0.01,0.001405298669612195920267471663,0,0,3,0,0
2026-04-13 12:00,"[10,inf)bps",0,,,,0,0,0,0,0
2026-04-13 13:00,"[0,1)bps",0,,,,0,0,0,0,0
2026-04-13 13:00,"[1,2)bps",8,0.01000000,0.01,0.001404704312765346844726637948,0,2,6,0,0
2026-04-13 13:00,"[2,5)bps",14,0.03571428571428571428571428571,0.01,0.005018023217881759498542291989,1,2,11,0,0
2026-04-13 13:00,"[5,10)bps",3,0.01000000,0.01,0.001398872722258132450712376777,0,0,3,0,0
2026-04-13 13:00,"[10,inf)bps",3,0.01000000,0.01,0.001396725976540171480238317766,0,0,3,0,0
2026-04-13 14:00,"[0,1)bps",3,0.01000000,0.01,0.001395172290923218820717669130,0,0,3,0,0
2026-04-13 14:00,"[1,2)bps",14,0.01000000,0.01,0.001394943643481720989671175701,0,1,13,0,0
2026-04-13 14:00,"[2,5)bps",23,0.01000000,0.01,0.001393838634741873826787554617,0,2,21,0,0
2026-04-13 14:00,"[5,10)bps",2,0.01000000,0.01,0.001398020884881733015429010174,0,1,1,0,0
2026-04-13 14:00,"[10,inf)bps",1,0.01000000,0.01,0.001398673092823569208127941104,0,0,1,0,0
2026-04-13 15:00,"[0,1)bps",1,0.01000000,0.01,0.001392951761592962919136573279,0,0,1,0,0
2026-04-13 15:00,"[1,2)bps",7,0.01000000,0.01,0.001389974188982935655946050823,0,2,5,0,0
2026-04-13 15:00,"[2,5)bps",10,0.01000000,0.01,0.001392817446189556976995069948,0,3,7,0,0
2026-04-13 15:00,"[5,10)bps",2,0.01000000,0.01,0.001385985155314958027913248837,0,0,2,0,0
2026-04-13 15:00,"[10,inf)bps",0,,,,0,0,0,0,0
2026-04-13 16:00,"[0,1)bps",1,0.01000000,0.01,0.001386078134194679248005485543,0,0,1,0,0
2026-04-13 16:00,"[1,2)bps",7,0.01000000,0.01,0.001387214973028426160300738725,0,0,7,0,0
2026-04-13 16:00,"[2,5)bps",22,0.01000000,0.01,0.001384971357993651253725437431,0,5,17,0,0
2026-04-13 16:00,"[5,10)bps",7,0.01000000,0.01,0.001387902187502111347338726320,0,2,5,0,0
2026-04-13 16:00,"[10,inf)bps",0,,,,0,0,0,0,0
