session,label,n_fills,avg_spread,median_spread,avg_spread_bps,inside_spread,at_best,behind_best,crossed,unknown
2026-04-16 17:00,"[0,1)bps",2,0.01000000,0.01,0.001344339078881716914588559311,0,2,0,0,0
2026-04-16 17:00,"[1,2)bps",11,0.01000000,0.01,0.001347859959688572508988741731,0,1,10,0,0
2026-04-16 17:00,"[2,5)bps",19,0.01000000,0.01,0.001348910291808652651234095759,0,3,16,0,0
2026-04-16 17:00,"[5,10)bps",2,0.01000000,0.01,0.001348760340040492118605983936,0,0,2,0,0
2026-04-16 17:00,"[10,inf)bps",0,,,,0,0,0,0,0
2026-04-16 18:00,"[0,1)bps",1,0.01000000,0.01,0.001342996371290954590405244455,0,0,1,0,0
2026-04-16 18:00,"[1,2)bps",14,0.01000000,0.01,0.001341202922443517769461229567,0,4,10,0,0
2026-04-16 18:00,"[2,5)bps",10,0.01000000,0.01,0.00134339184715326416942354312,0,1,9,0,0
2026-04-16 18:00,"[5,10)bps",0,,,,0,0,0,0,0
2026-04-16 18:00,"[10,inf)bps",1,0.01000000,0.01,0.001333159400470218652139850821,0,0,1,0,0
2026-04-16 19:00,"[0,1)bps",2,0.01000000,0.01,0.001335577111428346575646586160,0,1,1,0,0
2026-04-16 19:00,"[1,2)bps",17,0.01000000,0.01,0.001332366491593085894042876583,0,2,15,0,0
2026-04-16 19:00,"[2,5)bps",27,0.04925925925925925925925925926,0.01,0.006568117014080770810478111870,0,4,23,0,0
2026-04-16 19:00,"[5,10)bps",1,0.01000000,0.01,0.001327895071856054049578688771,0,1,0,0,0
2026-04-16 19:00,"[10,inf)bps",0,,,,0,0,0,0,0
2026-04-16 20:00,"[0,1)bps",0,,,,0,0,0,0,0
2026-04-16 20:00,"[1,2)bps",16,0.01000000,0.01,0.001330509186953867733173817261,0,2,14,0,0
2026-04-16 20:00,"[2,5)bps",7,0.01000000,0.01,0.001329353415738185317254806428,0,2,5,0,0
2026-04-16 20:00,"[5,10)bps",2,0.01000000,0.01,0.001328660938602777928796723290,0,0,2,0,0
2026-04-16 20:00,"[10,inf)bps",0,,,,0,0,0,0,0
2026-04-16 21:00,"[0,1)bps",4,0.01000000,0.01,0.001331860970376981865420612818,0,1,3,0,0
2026-04-16 21:00,"[1,2)bps",14,0.01000000,0.01,0.001334147527617803802863744767,0,3,11,0,0
2026-04-16 21:00,"[2,5)bps",7,0.01000000,0.01,0.001331142351293412337175093054,0,3,4,0,0
2026-04-16 21:00,"[5,10)bps",0,,,,0,0,0,0,0
2026-04-16 21:00,"[10,inf)bps",0,,,,0,0,0,0,0
