window,run_dir,net_pnl,matched_net_pnl,residual_inventory_pnl,loss_source_label,fills,matched_lots,fill_metric_mean,fill_metric_median,fill_tail_5pct_n,fill_tail_5pct_metric_sum,fill_tail_5pct_share_total,fill_tail_10pct_n,fill_tail_10pct_metric_sum,fill_pooled_tail_5pct_rows,fill_tail_5pct_clusters_120s,fill_tail_5pct_largest_cluster_rows_120s,fill_tail_5pct_worst_cluster_share_total_120s,fill_tail_5pct_worst_cluster_share_negative_120s,fill_tail_5pct_worst_cluster_share_tail_120s,matched_metric_mean,matched_metric_median,matched_tail_5pct_n,matched_tail_5pct_metric_sum,matched_tail_5pct_share_total,matched_tail_10pct_n,matched_tail_10pct_metric_sum,matched_pooled_tail_5pct_rows,matched_tail_5pct_clusters_120s,matched_tail_5pct_largest_cluster_rows_120s,matched_tail_5pct_worst_cluster_share_total_120s,matched_tail_5pct_worst_cluster_share_negative_120s,matched_tail_5pct_worst_cluster_share_tail_120s
2026-04-16 12:00,btcusdt_microprice_20260416_12_5h_5sessions_hs2.00_rq5000,2.490209795722072226947987104,1.157047827482838470274793150,1.551817421202482598632898669,not_loss_window,144,114,-2.054808718482383964778515983,-1.599522223907860664460594284,7,-113.0237609792699529060063601,0.3873557531501572038271725226,14,-193.3385386157310363255033977,13,6,2,0.09956033124699631675140362653,0.05847952451298802172100435831,0.2570255648388474473570105031,36.76203714035087719298245614,-5.688373999999999999999999996,6,-1968.780152000000000000000000,-0.4697781373594602407055867311,11,-3141.279586000000000000000000,1,4,3,-0.2085060291055391787923449255,0.1341470872145349198654026346,0.4438393627202718772634193034
2026-04-16 17:00,btcusdt_microprice_20260416_17_5h_5sessions_hs2.00_rq5000,1.820118390875806037599255932,2.383145597151846671159953734,-0.319662818410126971876206111,not_loss_window,157,119,-2.288067706949518349912194792,-1.587301694424312602871760803,8,-105.3225973639998201912794238,0.2931926215119874209860444959,16,-185.7479852582301873373745338,8,7,2,0.06134561289438719335861552394,0.04572585491210670800374141735,0.2092331402408059154459891345,55.87898932773109243697478992,26.00960400000000000000000000,6,-2144.029244000000000000000000,-0.3224298199976015699218635525,12,-3219.074526000000000000000000,2,4,2,-0.1945740285934473833359590804,0.2416518538168778731307090403,0.6034616419625664396954466168
2026-04-17 05:00,btcusdt_microprice_20260417_05_5h_5sessions_hs2.00_rq5000,1.026252989188792451976357390,0.4230558542185398042978432692,0.7705224548480786741748608372,not_loss_window,96,74,-1.224188200256979684087636368,-1.527312132541545558204695701,5,-61.25782435861765803325745549,0.5212452929500419029786127557,10,-96.15086999409787242498360602,2,4,2,0.1787063597029463149293294737,0.08884835519242178989843099604,0.3428450330774962036062275732,28.49213754054054054054054051,-11.49038100000000,4,-715.5245000000000000000000000,-0.3393655525578569546937381796,7,-1107.087430000000000000000000,0,4,1,-0.09237654656570694772296731744,0.06836817190213173637873455569,0.2722036631869348988050024842
2026-04-17 12:00,btcusdt_microprice_20260417_12_5h_5sessions_hs2.00_rq5000,-3.245087522883821125213521038,2.572754298937376350699168165,-5.566048714958729522383241257,residual_inventory_loss,151,118,-1.739038465497333051032998158,-2.075265054859824799621687318,8,-178.3224282061745792124856146,0.6836054587793055358893664754,15,-269.6105409161540325193634058,18,5,3,0.2599068679460438839110509751,0.1093429639925722499900830914,0.3802001060818795225238208555,66.67306452542372881355932203,50.932803000000000000000000,6,-2210.292966000000000000000000,-0.2809424833755960444196425647,12,-3281.235162000000000000000000,4,4,3,-0.1240797119939376367074154366,0.1768710716527013431655175701,0.4416552117824547246014264338
2026-04-18 13:00,btcusdt_microprice_20260418_13_5h_5sessions_hs2.00_rq5000,-0.3320250887434816705150396374,-0.2807227916459403334457341090,-0.01078856497658007996051805394,matched_and_residual_loss,46,37,-0.852734886197420998104164698,-0.8617027100616110849752843504,2,-18.29603255422900428563537749,0.4767935589197413506941457705,5,-33.42493968603410631056531275,0,2,1,0.2409673750851377149923317475,0.1162261615048713946599918172,0.5053914227178134928421452750,-25.66967259459459459459459460,-32.63836200000000000000000000,2,-307.5090680000000000000000000,0.3237694544511641746099782323,4,-549.0461340000000000000000000,0,2,1,0.1793947832556716318408786367,0.1069431118301336452992642263,0.5540818653191716609800918131
2026-04-18 19:00,btcusdt_microprice_20260418_19_5h_5sessions_hs2.00_rq5000,-0.1311394787670368862034532326,-0.1114672219354614362741267478,0.04762518668479250391061041791,matched_loss,36,24,-1.269253527351393013935220635,-1.200362295507957564194261361,2,-10.03643786726091391655352790,0.2196487421539893623479236427,4,-17.46804497344770039486204548,0,1,2,0.2196487421539893623479236427,0.1728455518537920099385815076,1,-6.562212416666666666666666667,-1.25580000000000000000000000,1,-170.0476500000000000000000000,1.079714934555417787260747134,2,-326.0824980000000000000000000,0,1,1,1.079714934555417787260747134,0.2641538977495575737768731140,1
2026-04-19 13:00,btcusdt_microprice_20260419_13_5h_5sessions_hs2.00_rq5000,-4.776232874731402849078185255,-2.701353539107525888384917630,-1.854800844636650846749102226,matched_and_residual_loss,91,59,-3.234075055822366223257785036,-2.413756601325702327371940795,5,-110.6685741746298231414099899,0.3760389467627686646989986778,9,-165.4397784211000359053123249,11,3,3,0.2143595474266577023253274737,0.1601779181365285838315405113,0.5700461329126381890952500443,-179.6580597288135593220338983,-106.415172000000000000000000,3,-1715.256928000000000000000000,0.1618193548673358333289486700,6,-3278.652126000000000000000000,18,2,2,0.1081856822457637275351061712,0.1033043036633288895735132159,0.6685583583895601673966828601
2026-04-20 03:00,btcusdt_microprice_20260420_03_5h_5sessions_hs2.00_rq5000,-0.2091720878229500487296636428,-0.2271492142370780492357157521,0.0947211448120278477671177770,matched_loss,72,61,-1.611700499120637896220130686,-0.8592587511361156137977137395,4,-52.44245098709668068467060772,0.4519247684158395104027820850,7,-81.40651306224528690724045655,2,4,1,0.1609408687263060308132048193,0.1064088092325155814860109272,0.3561231425541517511392209971,-24.40309314754098360655737705,-32.89018199999999999999999999,3,-917.5520000000000000000000000,0.6163905524037834918860413585,6,-1713.427290000000000000000000,1,2,2,0.3975859854078885170510788554,0.1216325799746187301298671999,0.6450228412122691683959056271
2026-04-20 13:00,btcusdt_microprice_20260420_13_5h_5sessions_hs2.00_rq5000,-0.8340812343151951688505718275,-0.3733973542786249376473847326,-0.3695149321202276462090551434,matched_and_residual_loss,108,88,-2.405979065200007395732669380,-2.679185223539723384043679976,5,-68.02272406055135033828953457,0.2642277326034910680963219799,11,-132.3987762007990048927385654,8,4,2,0.09585500689925483931733018567,0.05949012384132365124405475274,0.3627742097878047258668848891,-5.981025227272727272727272727,-43.62452500000000,4,-1261.779396000000000000000000,2.397315122813962686771054111,9,-2430.239296000000000000000000,1,4,1,0.6376283733052607163616787955,0.05005321959626545393057084308,0.2659760359567640300888222778
2026-05-06 18:00,btcusdt_microprice_20260506_18_5h_5sessions_hs2.00_rq5000,-0.4898710301889578838687510935,-0.5217881060091114366379418558,0.0995143804392061240581187993,matched_loss,47,35,-1.588595638638473031133559466,-1.531265103779215205708664628,2,-14.17258323550150414992739748,0.1898181745091841212974130506,5,-30.65891313388459580438961446,0,2,1,0.1104773109233236141591342332,0.08961193776197018992378505339,0.5820165071600048706625828247,-54.11523302857142857142857143,-33.65899800000000000000000000,2,-733.1428100000000000000000000,0.3870802407431562407136657327,4,-1247.551358000000000000000000,3,1,2,0.3870802407431562407136657327,0.2766369107455079811438930828,1
2026-05-07 16:00,btcusdt_microprice_20260507_16_5h_5sessions_hs2.00_rq5000,-2.351358915537523440288161155,-0.9068585925139024243516810270,-1.312930879419541664250433825,matched_and_residual_loss,121,98,-1.131698823737353690290252955,-1.006284289028040978340260630,6,-72.51089203197357429002388498,0.5384252544746456384925963122,12,-111.3353124479827338183885930,3,5,2,0.1951055059811953059964799941,0.1042039075839150923371923992,0.3623632145033100298863893347,-33.18898875510204081632653062,-28.21934100000000000000000000,5,-1133.510884000000000000000000,0.3485022601075382852159617391,10,-2021.284086000000000000000000,0,1,5,0.3485022601075382852159617391,0.1985094540196038558855656997,1
2026-05-08 07:00,btcusdt_microprice_20260508_07_5h_5sessions_hs2.00_rq5000,0.1648559982054122157354128439,0.0691422427352471328183030873,0.2263531349450604454210403861,not_loss_window,57,40,-1.814669844545045551866853309,-1.383374638772422746976192449,3,-29.17812507045091240625795835,0.2820881895399984450140321599,6,-45.85827868366360178800966598,1,3,1,0.1253076810974785315855050461,0.1098954415176450065285620585,0.4442145603536891072809893096,-0.49158425000000000000000000,-28.77974700000000000000000000,2,-447.2517340000000000000000000,22.74542634350063086846252702,4,-833.2092420000000000000000000,0,1,2,22.74542634350063086846252702,0.1889299100048440554025897821,1
2026-05-09 07:00,btcusdt_microprice_20260509_07_5h_5sessions_hs2.00_rq5000,-0.03206567745994614896441557926,-0.03047427389993147788143628374,0.07013929999997554331902289779,matched_loss,21,10,-1.47401407513682286363584911,-1.312467877722615211278349322,1,-5.300935820012246817897538278,0.1712504103566632824425844324,2,-9.660889674987927403767738554,0,1,1,0.1712504103566632824425844324,0.1653906548826601503567464481,1,-33.3684492000000000000000000,-32.28882800000000,1,-107.6121500000000000000000,0.3224967074586133298637084998,1,-107.6121500000000000000000,0,1,1,0.3224967074586133298637084998,0.2722793855255000755945420786,1
2026-05-09 13:00,btcusdt_microprice_20260509_13_5h_5sessions_hs2.00_rq5000,-0.2018877122513243053951273809,0.0157210607127500570955502170,-0.1179686064073651210078565941,residual_inventory_loss,37,21,-1.900879696278364808731840981,-1.653182895629071671438531166,2,-13.88207338400947139037535342,0.2028603652881299769272442224,4,-22.25162458421118502493926534,0,2,1,0.1265888271938733688736357931,0.1241934700130214388833642698,0.6240195171396573194474743700,-18.52720333333333333333333333,-31.34564799999999999999999998,1,-221.216820000000,0.5685766003745277825319767250,2,-386.974734000000,0,1,1,0.5685766003745277825319767250,0.1894507048859643486775092195,1
