session,fill_id,order_id,side,open_time_ms,open_price,quantity,open_mid,fee_remaining
2026-04-20 03:00,fill-000004,ord-000406,sell,1776656195558,74488.95000000,0.00042000,74486.94500000,0.00625707180000000000
2026-04-20 03:00,fill-000005,ord-000408,sell,1776656201340,74492.01000000,0.00028000,74490.00500000,0.00417155256000000000
2026-04-20 03:00,fill-000006,ord-000456,sell,1776656560895,74562.00000000,0.001,74561.99500000,0.014912400000000
2026-04-20 03:00,fill-000007,ord-000514,sell,1776656849466,74572.92000000,0.001,74570.91500000,0.014914584000000
2026-04-20 04:00,fill-000003,ord-000359,buy,1776659709229,74502.00000000,0.00069000,74504.00500000,0.01028127600000000000
2026-04-20 04:00,fill-000004,ord-000405,buy,1776660184329,74442.01000000,0.00007000,74442.94500000,0.00104218814000000000
2026-04-20 05:00,fill-000007,ord-000559,buy,1776663868513,74196.02000000,0.00042000,74198.02500000,0.00623246568000000000
2026-04-20 05:00,fill-000009,ord-000637,buy,1776664278715,74220.25000000,0.00024000,74222.25500000,0.00356257200000000000
2026-04-20 06:00,fill-000010,ord-000806,sell,1776668191940,74726.01000000,0.00061000,74724.00500000,0.00911657322000000000
2026-04-20 06:00,fill-000011,ord-000832,sell,1776668261257,74795.34000000,0.00049000,74795.32500000,0.00732994332000000000
2026-04-20 06:00,fill-000013,ord-000846,sell,1776668298559,74776.00000000,0.00098000,74773.99500000,0.01465609600000000000
2026-04-20 07:00,fill-000017,ord-001098,sell,1776671861913,74789.80000000,0.00083000,74789.78500000,0.01241510680000000000
